"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"JCHAIN","JCHAIN","3512",6.20082489562728,-1.13298620689177,48.3047642776272,0,0
"MZB1","MZB1","51237",3.93529626255819,-1.27939737121448,45.3744599109753,0,0
"DERL3","DERL3","91319",2.54585096718132,-1.2699248878085,24.1898015622529,1.13777002678033e-123,6.06848606617067e-120
"TNFRSF17","TNFRSF17","608",2.1069838192635,-1.36052564593811,23.1029658608689,1.87841160968714e-113,7.51411604165097e-110
"IGHA1","IGHA1","3493",3.30496290648221,-1.11325498673272,19.5180371545115,1.40304377810219e-82,4.49002069868264e-79
"FKBP11","FKBP11","51303",2.29261897716968,-1.27964265463974,17.9748707595056,1.09824711990988e-70,2.928842027613e-67
"IGKC","IGKC","3514",5.36150717623481,-0.285725295592303,17.5219819560629,2.32282742204176e-67,5.3096516542986e-64
"IGHG4","IGHG4","3503",1.7226422375133,-1.38546624976092,14.8712558063436,1.92710240662748e-49,3.8544457010558e-46
"CD79A","CD79A","973",2.06148135143003,-0.48413109222268,14.0121032099097,3.27375429475924e-44,5.82037138560472e-41
"ITM2C","ITM2C","81618",1.8653464342706,-1.19097214818729,13.3116877929737,3.675729522228e-40,5.88153480851702e-37
"IGHG1","IGHG1","3500",2.12930168667168,-1.25720320201276,12.9945650432858,2.16559595208513e-38,3.15015462084674e-35
"HSP90B1","HSP90B1","7184",3.14156108360621,-0.101598656623206,12.425298802907,2.58953301329188e-35,3.45292647880694e-32
"SEC11C","SEC11C","90701",2.47334983082912,-0.832600734224452,12.378760920024,4.56157332024717e-35,5.61459497671346e-32
"IGHG3","IGHG3","3502",1.89272344036953,-1.21641528440662,10.8162674208533,2.57177461014351e-27,2.93935468120759e-24
"CD27","CD27","939",1.6194491832809,-1.25891176549397,10.6114779791748,2.25440226941711e-26,2.40484604752954e-23
"XBP1","XBP1","7494",2.51857455637207,-0.732623792904579,10.5942157715259,2.70223687974072e-26,2.7024057695457e-23
"IGHM","IGHM","3507",2.74741775188141,-0.570411448706201,10.4685692772182,1.00195224242706e-25,9.43072813592669e-23
"ISG20","ISG20","3669",2.2749059202774,-0.894367206887255,10.4335002099928,1.44061375688537e-25,1.28062559577349e-22
"TENT5C","TENT5C","54855",1.44705812952726,-1.29952750995125,10.1726874756758,2.06852503605503e-24,1.57611757628174e-21
"CD38","CD38","952",1.39599705103307,-1.28671233045503,9.95658444255583,1.792195688979e-23,1.30349650997059e-20
"ZBP1","ZBP1","81030",1.17037153161769,-1.37287698133083,9.31709771318411,8.24681485972976e-21,5.498220190439e-18
"PDIA4","PDIA4","9601",1.80704927412084,-1.04003944928755,9.20358289006676,2.35199425225764e-20,1.50537040121498e-17
"SDF2L1","SDF2L1","23753",1.82780284831751,-0.996007743510979,8.87026250885903,4.75640373749762e-19,2.8187857853222e-16
"HERPUD1","HERPUD1","9709",2.17057367403645,-0.222445175244383,8.46710522476074,1.568628198655e-17,8.96414993095665e-15
"TXNDC5","TXNDC5","81567",1.05664202155881,-1.39405143398928,8.39719041413253,2.83127514117673e-17,1.56218046668858e-14
"PRDM1","PRDM1","639",1.21961405700171,-1.31129198412878,8.13612627526068,2.46465006199603e-16,1.31456218806661e-13
"UBE2J1","UBE2J1","51465",1.62019091431756,-0.922941725447244,7.4515309409174,5.27321271505584e-14,2.63677114542527e-11
"MANF","MANF","7873",1.58819947325729,-0.964971222134675,7.19681137755559,3.46330128497155e-13,1.67928132911605e-10
"PPIB","PPIB","5479",1.94497093043454,0.00373647316041839,6.58106736714171,2.53564470032352e-11,1.19331914264343e-08
"LMAN1","LMAN1","3998",1.55112548345582,-0.974311917315451,6.38271352922017,9.35763753065226e-11,4.27804451794191e-08
"TXNDC11","TXNDC11","51061",1.15503385193887,-1.26066653507899,6.3533645611571,1.13157278404867e-10,4.89359354528725e-08
"SPCS2","SPCS2","9789",1.7441441500136,-0.27893514523675,6.23272677929131,2.44961886146288e-10,1.03148293163862e-07
