"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"CD1C","CD1C","911",3.05771542190406,-0.66412817573833,52.4542121019681,0,0
"CD1E","CD1E","913",2.21602118656958,-1.00696013430215,45.5757558464633,0,0
"FCER1A","FCER1A","2205",2.89614450448069,-0.985036780612481,65.0278502296298,0,0
"FCGR2B","FCGR2B","2213",2.98775538274862,-0.505904937960656,60.1213685894029,0,0
"LST1","LST1","7940",2.42316949722378,-0.203757180236375,41.6552017267938,0,0
"HLA-DQA1","HLA-DQA1","3117",2.85841037924872,1.73070186555574,44.4341458998768,0,0
"HLA-DPB1","HLA-DPB1","3115",3.19651486826444,2.45937090380257,44.1491582489593,0,0
"PKIB","PKIB","5570",2.13423777163041,-0.979641034002461,48.3991947934203,0,0
"MS4A6A","MS4A6A","64231",2.98367884495987,-0.308608027684546,58.5199061443408,0,0
"IGSF6","IGSF6","10261",2.17087544220036,-0.622726710894289,45.810801174788,0,0
"CLEC10A","CLEC10A","10462",2.59614966831042,-0.710582509721231,57.6534285987462,0,0
"HLA-DQB1","HLA-DQB1","3119",2.75138524218909,1.64615674316703,40.8002570413914,2.65807317462591e-321,3.54431824882302e-318
"HLA-DPA1","HLA-DPA1","3113",3.06153560007034,2.65409108879687,40.3671770757598,2.52882451967007e-315,3.11259393378624e-312
"AXL","AXL","558",1.85489424504805,-0.863137321851003,40.2114834859,3.49345028726743e-313,3.9927641461833e-310
"FCGR2A","FCGR2A","2212",1.94042159049712,-0.719547394556696,38.4466683383381,2.9317298270531e-289,3.12737393084512e-286
"TYROBP","TYROBP","7305",2.42290562692868,0.468643494679234,37.7166485203309,1.4988130654737e-279,1.4989067412903e-276
"FGL2","FGL2","10875",1.87133965151834,-0.578596514801319,36.6169493324087,3.83722509583167e-265,3.61173169167074e-262
"SLC8A1","SLC8A1","6546",1.68817444548864,-0.936787805305485,36.1272992914994,8.18784078851545e-259,7.27853558094643e-256
"FCER1G","FCER1G","2207",2.24696328032115,0.178534319509726,34.6791542059682,2.03816498210338e-240,1.71645673045454e-237
"JAML","JAML","120425",1.78186167152632,-0.807723241359807,34.487638790709,5.07118182133825e-238,4.05719901616166e-235
"YWHAH","YWHAH","7533",2.43022675583834,-0.0482250904259648,34.0681681226814,8.35237504960785e-233,6.36411205565596e-230
"CCL17","CCL17","6361",2.34796491464112,-0.990903123360817,33.5613735910952,1.46956129460115e-226,1.06883864885968e-223
"P2RY13","P2RY13","53829",1.58484669375382,-0.990596555972159,33.0674291692243,1.55919072959163e-220,1.08472221148677e-217
"RAB32","RAB32","10981",1.62436997130103,-0.772158896086308,32.2533213103519,9.76388741723882e-211,6.5096651068016e-208
"SGK1","SGK1","6446",1.93959492187049,-0.621553752865173,30.063968828718,2.9674611519669e-185,1.89929383570489e-182
"CPVL","CPVL","54504",1.63894192260205,-0.672938516660981,30.0437719810318,5.0283092723533e-185,3.0945375641125e-182
"HLA-DRB1","HLA-DRB1","3123",2.50367308889522,2.74832639073421,29.7717200463128,5.96376011494122e-182,3.53430094811758e-179
"SAMHD1","SAMHD1","25939",1.81962592005197,-0.178412619847654,28.6434192080696,2.00739212609948e-169,1.14715290748992e-166
"DPYSL2","DPYSL2","1808",1.69772863270645,-0.65194324979552,28.2477416612437,4.06801242600809e-165,2.2445609251226e-162
"AIF1","AIF1","199",1.80638420610921,-0.271817911265016,28.1237181781433,8.91139603020903e-164,4.75304159597915e-161
"HLA-DRA","HLA-DRA","3122",2.50205665671453,3.65154576855767,28.0058527242886,1.65874091413237e-162,8.56177850549423e-160
"CLEC7A","CLEC7A","64581",1.50039195675455,-0.760524373184931,27.8333280080153,1.17796861302157e-160,5.8902111802994e-158
