"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"C15orf48","C15orf48","84419",4.05170536903563,-0.601728741904836,44.4652243517284,0,0
"IL7R","IL7R","3575",2.28368153862774,-1.05652947246959,36.1045442175296,1.60687116737793e-258,1.28557727746071e-254
"SDS","SDS","10993",1.79337496542638,-1.32177391930003,35.3891128607311,2.24691665824827e-249,1.19843044828769e-245
"HLA-DPB1","HLA-DPB1","3115",3.05121598069304,2.45937090380257,31.2335529902876,1.04394859032963e-198,4.1760553484661e-195
"HLA-DQA1","HLA-DQA1","3117",2.65786349606899,1.73070186555574,30.3508169457752,1.6117852365115e-188,5.15803511388411e-185
"IL4I1","IL4I1","259307",1.80043490058025,-1.13387817142072,29.7714004293802,6.01339341055189e-182,1.60367179937068e-178
"SGK1","SGK1","6446",2.26665292609247,-0.621553752865173,27.9595958157401,5.2121631482503e-162,1.19142603621647e-158
"TYROBP","TYROBP","7305",2.35157206613368,0.468643494679234,27.1582382826157,1.70122541062939e-153,3.40266347443511e-150
"HLA-DQB1","HLA-DQB1","3119",2.50592614365104,1.64615674316703,27.1018432456046,6.64810966357932e-153,1.18196003029925e-149
"HLA-DPA1","HLA-DPA1","3113",2.7915004003014,2.65409108879687,26.9431649728247,3.04151194304487e-151,4.8667232600661e-148
"PLA2G7","PLA2G7","7941",1.30039441926029,-1.34172889703996,26.168701911289,3.00115906922725e-143,4.36559511515502e-140
"FCER1G","FCER1G","2207",2.19109151747887,0.178534319509726,25.1060097120428,1.3969298166398e-132,1.86268949967112e-129
"HLA-DRA","HLA-DRA","3122",2.8572697523884,3.65154576855767,24.8675157867241,3.09414214921027e-130,3.80841296380874e-127
"IFI30","IFI30","10437",2.1017293452186,-0.40427213905687,24.3380024521224,4.29472674832522e-125,4.90856590713941e-122
"SOD2","SOD2","6648",2.17648832335509,-0.729648220470372,24.2394739376124,3.80066267008181e-124,4.05429355893194e-121
"CD83","CD83","9308",2.26555465572848,-0.156130270789933,24.2145183717812,6.59479162088743e-124,6.59520379536374e-121
"IGSF6","IGSF6","10261",1.69630491960142,-0.622726710894289,24.0489669680907,2.52262601723912e-122,2.3743846412849e-119
"HLA-DRB1","HLA-DRB1","3123",2.6076301378413,2.74832639073421,23.5114260096798,3.01409546873392e-117,2.67936342195619e-114
"CD68","CD68","968",2.00047190392885,-0.555339990506994,23.1470225541158,7.36468697201609e-114,6.20222927574892e-111
"NR4A3","NR4A3","8013",1.61738080098553,-1.11418069123081,22.8767990948338,2.24451015003505e-111,1.79572034553554e-108
"GPR183","GPR183","1880",2.1407364061858,-0.317752092840819,22.0107455513387,1.40375056905894e-103,1.06959108835772e-100
"LAMP3","LAMP3","27074",1.30757769563999,-1.198082850112,21.8325585649201,5.24627101915496e-102,3.8157082989772e-99
"FPR3","FPR3","2359",1.44514085842066,-0.928326500279305,21.7479019348131,2.90522759335773e-101,2.02115420527466e-98
"HLA-DRB5","HLA-DRB5","3127",2.03038274352778,0.863311172867785,21.3198048814868,1.52926509469045e-97,1.01957378250591e-94
"CST7","CST7","8530",1.60854252125927,-0.953193889344397,21.0533333168043,2.94402251685111e-95,1.88429217168539e-92
"CTSB","CTSB","1508",2.16029589361695,-0.0623951250440493,20.9714478099266,1.46555952404921e-94,9.01939151704286e-92
"SRGN","SRGN","5552",2.08526720410496,0.414273197240133,20.6836036691588,3.96097636323464e-92,2.34739195511546e-89
"PSAP","PSAP","5660",2.2040695865647,0.191701544986337,20.5596032493474,4.32994060044872e-91,2.47440641242072e-88
"LGALS1","LGALS1","3956",2.31828136419145,0.573189749542285,20.0669710187995,5.12415326717435e-87,2.82729573889851e-84
"SLAMF7","SLAMF7","57823",1.38832571889604,-1.16542421120234,19.7159080678578,3.62989071888864e-84,1.93606271309791e-81
"LYZ","LYZ","4069",2.48809176202939,1.30384572445746,19.6239875318388,1.99045343496349e-83,1.02739501331777e-80
"FNIP2","FNIP2","57600",1.26032737169548,-1.20580409063831,19.3561610433136,2.72340846523673e-81,1.36178933913291e-78
"SDSL","SDSL","113675",1.15857829724674,-1.27658971925665,18.9992706714381,1.74430413637372e-78,8.45776075336847e-76
"TYMP","TYMP","1890",2.11542395115998,0.423025935356165,18.8143337459231,4.76266397591956e-77,2.24139371407909e-74
"VEGFA","VEGFA","7422",1.58397716240969,-1.03932452393214,18.7856488739968,7.9342975586165e-77,3.6273341495835e-74
"NPC2","NPC2","10577",1.85759798081776,0.113762324835773,18.7311552243188,2.08823316454012e-76,9.2816163516129e-74
"NINJ1","NINJ1","4814",1.39392800247484,-1.12492272214795,18.6678112466486,6.41137195804439e-76,2.77265845136941e-73
"RGS1","RGS1","5996",1.85096172907644,-0.372915067413953,18.3122458314933,3.26930667941337e-73,1.37663621519193e-70
"NFKB1","NFKB1","4790",1.6128123229963,-0.6900685399359,18.1749946730114,3.52550512809048e-72,1.44645147575835e-69
"CXCL16","CXCL16","58191",1.52924667741739,-0.637324118442105,17.9406670281485,1.97006964865518e-70,7.88077111203288e-68
"CST3","CST3","1471",2.36926638462523,1.13930916101699,17.6989515731931,1.19027232233647e-68,4.64525547065995e-66
"ANXA5","ANXA5","308",1.88385488911561,0.129779692667752,17.6835873485402,1.54217545795461e-68,5.87532131017421e-66
"OLR1","OLR1","4973",1.45288346900981,-0.962149289408014,17.4567297629907,6.90038405902837e-67,2.56774524019797e-64
"SLC7A11","SLC7A11","23657",1.16124608048841,-1.31713664031011,17.2839247501125,1.21193839433195e-65,4.40732414720581e-63
"PLEK","PLEK","5341",1.66776678939478,-0.510412583949952,17.1745416771274,7.33760757166232e-65,2.60909019453709e-62
"MGAT1","MGAT1","4245",1.52076411148941,-0.746904634802655,16.9030381326914,6.13002412404036e-63,2.13231556540804e-60
"RALA","RALA","5898",1.58755962236177,-0.763621325424695,16.8576985493664,1.2756218296224e-62,4.34281380761448e-60
"CD74","CD74","972",2.06106895298461,3.3762289868579,16.8146932226606,2.55202021445672e-62,8.42588959832649e-60
"AIF1","AIF1","199",1.55973709322842,-0.271817911265016,16.8140097618415,2.58026742277357e-62,8.42588959832649e-60
"NAMPT","NAMPT","10135",1.75386062706067,-0.528509329333031,16.6699358775734,2.60317437103604e-61,8.33067862218954e-59
"SDCBP","SDCBP","6386",1.70232641795296,-0.422091864315228,16.6527235964447,3.42695597267091e-61,1.07519063762171e-58
"CXCR4","CXCR4","7852",1.79748274332314,-0.0377092280203033,16.3853057385269,2.37522482993411e-59,7.30884086611071e-57
"LGALS3","LGALS3","3958",2.30082306671197,0.664529575151871,16.276802898647,1.30285011096782e-58,3.93337823124456e-56
"LITAF","LITAF","9516",1.8420299043858,0.0756843769700701,16.1962617541587,4.57836342460769e-58,1.35663691031755e-55
"LIMS1","LIMS1","3987",1.57418445300256,-0.374316584059844,16.1345885048228,1.1939857065779e-57,3.47363005290055e-55
"PLAUR","PLAUR","5329",1.48755150998361,-0.794314938143815,15.8909884187041,5.09516808082465e-56,1.45585329395134e-53
"ATP6V1F","ATP6V1F","9296",1.84924030307968,0.0464866917015595,15.4494415159771,4.02076003366167e-53,1.12870493506352e-50
"GRINA","GRINA","2907",1.42732401371645,-0.695544149811449,15.3924551633093,9.39249926967822e-53,2.59119622093312e-50
"G0S2","G0S2","50486",1.43541028488112,-1.1706440313332,15.2946416718144,4.0025476868531e-52,1.08550450063282e-49
"CD86","CD86","942",1.36677616645905,-0.69952228798936,15.0387072858304,1.70684900101705e-50,4.55188181087897e-48
"VIM","VIM","7431",2.0738756846505,2.21037314663718,15.0234361483222,2.1313169245963e-50,5.5906888705681e-48
"CTSZ","CTSZ","1522",1.70453438454158,0.683885724421294,14.9985532369143,3.05926054770269e-50,7.89535935867593e-48
"REL","REL","5966",1.57330449629288,-0.120221762077639,14.665682003581,3.65132051083252e-48,9.27377452283035e-46
"NFKBIA","NFKBIA","4792",1.91425557062899,0.194658803468065,14.2578952461197,1.11716381691912e-45,2.79308409914418e-43
"FTH1","FTH1","2495",2.18571064771615,4.47526562439086,14.2332368095778,1.57161839058175e-45,3.86884090272286e-43
"GSTO1","GSTO1","9446",1.51614560923288,-0.387107399306778,14.0455495517881,2.07405437966794e-44,5.0283248680404e-42
"GADD45B","GADD45B","4616",1.56176999223616,-0.551662102525907,13.8722602284002,2.18327626175336e-43,5.21411992004709e-41
"ARL4C","ARL4C","10123",1.41074496567638,-0.707235520463053,13.8469791494405,3.07090636507938e-43,7.2261136393581e-41
"FABP5","FABP5","2171",1.99457295269777,-0.247414134307245,13.7940917635853,6.25746718095304e-43,1.45109757046999e-40
"CD63","CD63","967",2.00988892761662,0.829865508603904,13.6588737105983,3.81741800633351e-42,8.72607221704894e-40
"GPR137B","GPR137B","7107",1.13133494705588,-1.12579934328236,13.6043401325754,7.87912065477064e-42,1.77568745911246e-39
"ZFP36","ZFP36","7538",1.7296597392019,0.256459690604712,13.5061959692249,2.8834390229543e-41,6.40804275087385e-39
"CPVL","CPVL","54504",1.21062525718892,-0.672938516660981,13.3604971814674,1.94693488215929e-40,4.26752123964806e-38
"LILRB4","LILRB4","11006",1.05952758020846,-1.13644473350335,12.9653041035209,3.1398636335372e-38,6.78931864867956e-36
"PIM3","PIM3","415116",1.42880781668255,-0.707145485432077,12.9328947364404,4.73376938722215e-38,1.00993391953256e-35
"BRI3","BRI3","25798",1.677513133152,0.370651441180829,12.8354039424304,1.61818787577995e-37,3.40692423688882e-35
"EMP3","EMP3","2014",1.58926216087393,0.248903519151167,12.8093800708485,2.24330095509862e-37,4.66169591980948e-35
"MS4A7","MS4A7","58475",1.32789302570051,-0.519658646773263,12.4662686625105,1.57048144885906e-35,3.22170175169151e-33
"AXL","AXL","558",1.10810667614668,-0.863137321851003,12.4094090663148,3.14250211972414e-35,6.36495904021595e-33
"ZEB2","ZEB2","9839",1.39181378840278,-0.41873846134682,12.3473514120211,6.67705637641511e-35,1.33549473848773e-32
"CLEC10A","CLEC10A","10462",1.15950804577639,-0.710582509721231,12.3383504718796,7.4461336449713e-35,1.47093314139735e-32
"CCL22","CCL22","6367",1.24432379679517,-1.16099109025879,12.3307779504245,8.16089763496238e-35,1.59246979337845e-32
"HLA-DMA","HLA-DMA","3108",1.39184929825351,0.782554892813343,12.3075295709516,1.08095221874284e-34,2.08389354844628e-32
"PEA15","PEA15","8682",1.23358104927899,-0.670015999972198,12.2470532695996,2.24043973792528e-34,4.26777098173125e-32
