"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"CD52","CD52","1043",3.16961919643518,0.423600695455833,53.7532175274836,0,0
"BANK1","BANK1","55024",2.53620109744984,-0.678859967961626,62.4225879837242,0,0
"MS4A1","MS4A1","931",4.02092317991288,-0.310402920675889,118.437883341777,0,0
"IGHM","IGHM","3507",3.37615066770167,-0.570411448706201,52.1259996996824,0,0
"CD79B","CD79B","974",2.89868661368169,-0.725333658423284,75.1584847741483,0,0
"CD79A","CD79A","973",3.52669751223384,-0.48413109222268,107.694360221091,0,0
"CD37","CD37","951",2.8934087615453,0.430950975748776,57.952377185585,0,0
"TNFRSF13C","TNFRSF13C","115650",2.03165202210072,-0.897461556039223,49.0193904481713,0,0
"RALGPS2","RALGPS2","55103",1.93342727505274,-0.89527843331335,40.3551222458087,3.70514891383827e-315,6.28382438986445e-312
"LTB","LTB","4050",2.61067714154114,-0.200828237870681,40.3532856316766,3.92714479711422e-315,6.28382438986445e-312
"VPREB3","VPREB3","29802",1.70092499989444,-1.1389805380614,36.7893672173952,2.20076391090603e-267,3.20131121258249e-264
"POU2F2","POU2F2","5452",2.01489587096948,-0.41757264909567,35.9539862408333,1.38160981679771e-256,1.84226155654834e-253
"FCMR","FCMR","9214",1.64546672028713,-1.06207394729063,35.8978237149856,7.25519404593596e-256,8.93002768684779e-253
"IGKC","IGKC","3514",3.08725428233161,-0.285725295592303,35.4105289266041,1.20098150760335e-249,1.37263607879722e-246
"IGHD","IGHD","3495",1.80608157676371,-1.08670912397745,35.1445430116338,2.8234470508817e-246,3.01186508407721e-243
"CD48","CD48","962",1.92806113226668,-0.155690651054405,32.8682117691009,4.03489801657413e-218,4.03515019770017e-215
"CORO1A","CORO1A","11151",1.82536368973113,0.194708411951507,30.501349716085,3.05357221700918e-190,2.87412994378611e-187
"LINC00926","LINC00926","283663",1.44761537561138,-1.11255013081497,30.4252890725515,2.26945439937501e-189,2.01741888024442e-186
"KLF2","KLF2","10365",2.29685649803271,-0.277683606431077,30.3698868077807,9.75978160591342e-189,8.2192771303274e-186
"RIPOR2","RIPOR2","9750",1.64323289084965,-0.732876913682959,29.693119131578,4.56926152778707e-181,3.65563768530604e-178
"CD22","CD22","933",1.53897387651796,-0.955938444205686,28.9677445389182,5.48070071816253e-173,4.17603296149136e-170
"LIMD2","LIMD2","80774",1.71823104859159,-0.260651325684398,28.5685981363115,1.31976645369424e-168,9.59890137525526e-166
"LAPTM5","LAPTM5","7805",1.6866858405724,0.656848573347653,25.8766420994579,2.78110559687216e-140,1.9348030719805e-137
"CD19","CD19","930",1.28069416264527,-1.05078806945474,25.2118782268205,1.25395419021817e-133,8.36021708236704e-131
"IKZF3","IKZF3","22806",1.33910842351605,-1.01925978593409,25.037049450211,6.68634870017294e-132,4.27953062205869e-129
"RAC2","RAC2","5880",1.5859089005548,-0.37659004432984,24.7788403540384,2.28017880089312e-129,1.40327465358041e-126
"CXCR4","CXCR4","7852",1.80612016726542,-0.0377092280203033,24.773631748604,2.56355043897111e-129,1.51923594718433e-126
"BTG1","BTG1","694",1.91923090410823,0.872983555618343,23.9655253299916,1.57099555106423e-121,8.97767850449239e-119
"STK17A","STK17A","9263",1.51653620840467,-0.723179992508292,23.877278601148,1.08087369037514e-120,5.96381376541123e-118
"BLK","BLK","640",1.19931644378098,-1.16673384553288,23.0583108433513,4.84498506056557e-113,2.42264393606593e-110
"PTPRC","PTPRC","5788",1.44882240506495,0.374888537633586,21.366344441803,6.06712528086685e-98,2.94182035209547e-95
"HLA-DPB1","HLA-DPB1","3115",1.69537265412787,2.45937090380257,21.111519330252,9.38016155349204e-96,4.41446955933606e-93
"HLA-E","HLA-E","3133",1.66240146929446,1.05979560217892,20.7726716768722,7.05364653506067e-93,3.2247256630716e-90
"HVCN1","HVCN1","84329",1.2973262526377,-0.88414252859145,20.6376161894283,9.63031405850801e-92,4.28040709028296e-89
"NCF1","NCF1","653361",1.40954296934313,-0.692710290508211,20.5527211584491,4.94278289471721e-91,2.13755321887487e-88
"MEF2C","MEF2C","4208",1.41103138640141,-0.435214266999257,20.1230604799266,1.77903573312367e-87,7.49114493834521e-85
"SMIM14","SMIM14","201895",1.48982583420431,-0.400078068923862,20.0610615796078,5.727464898216e-87,2.34987604708601e-84
"ARHGDIB","ARHGDIB","397",1.45294134477946,0.319508898725299,19.8406828121759,3.56340472986972e-85,1.42545097706613e-82
"HLA-DQA1","HLA-DQA1","3117",1.44837151934761,1.73070186555574,18.9784522549644,2.53464241672751e-78,9.65638412144213e-76
"LBH","LBH","81606",1.15415694467898,-1.09382857507416,18.7832340326864,8.2823815851511e-77,3.08200901730239e-74
"NOP53","NOP53","29997",1.51403866986395,0.213899611351039,18.69076864675,4.27126346005103e-76,1.55328378691538e-73
"HLA-DRA","HLA-DRA","3122",1.70150597694646,3.65154576855767,18.3439717069035,1.88256010630691e-73,6.69396539133707e-71
"SELL","SELL","6402",1.18391483697402,-1.03060797109258,18.2708999888528,6.70338555137031e-73,2.33175809146688e-70
"CLEC2D","CLEC2D","29121",1.2143380165321,-0.964545547018409,18.1844419122931,2.9947144332737e-72,1.01954097120878e-69
