"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"PIGR","PIGR","5284",4.28099165501786,-1.15913490260253,59.4315708651484,0,0
"FAM3D","FAM3D","131177",3.04672298878588,-1.38818818795579,69.4198774889456,0,0
"UPK1B","UPK1B","7348",1.69744266709677,-1.43348111382465,50.7412134031534,0,0
"MUC4","MUC4","4585",2.27886883588699,-1.28172585785889,42.6224331269966,0,0
"ADH1C","ADH1C","126",1.99993970695679,-1.40277224782482,43.3903790501339,0,0
"SCGB3A1","SCGB3A1","92304",6.38407743043228,-1.30504785853063,70.3891717309388,0,0
"SCGB1A1","SCGB1A1","7356",5.20349022317735,-1.3387048400842,57.4826324849941,0,0
"MSMB","MSMB","4477",3.09972555140355,-1.40761955028489,54.8142956165455,0,0
"TSPAN8","TSPAN8","7103",2.37875039342906,-1.42579691283498,79.5770868845498,0,0
"SERPINB3","SERPINB3","6317",4.44387740552669,-1.35538681016458,55.7795281822321,0,0
"BPIFB1","BPIFB1","92747",3.85622285135151,-1.34154272813481,49.3607373866056,0,0
"WFDC2","WFDC2","10406",7.10822734358953,-1.03690099569731,88.4117159338257,0,0
"CYP2F1","CYP2F1","1572",2.03861290201451,-1.43283854492157,64.7859064339679,0,0
"CXCL17","CXCL17","284340",4.02834878054169,-1.28931509901936,63.5047045012395,0,0
"KLK11","KLK11","11012",1.88267677885189,-1.43118814472481,53.8787913776066,0,0
"CCNO","CCNO","10309",1.80811162139083,-1.40061192420466,39.1083675171614,3.72342248190291e-298,3.72365519580803e-295
"CXCL1","CXCL1","2919",2.72280304454078,-1.38390683003575,35.2269282336727,2.56069764086059e-247,2.41021899714178e-244
"LYPD2","LYPD2","137797",1.87725951485441,-1.4279631654143,35.0910017809652,1.34085563143677e-245,1.19194616436777e-242
"ELF3","ELF3","1999",3.71917595743072,-1.12588173932561,34.8455703483129,1.66051736385797e-242,1.3984178073206e-239
"UGT2A1","UGT2A1","10941",1.12106289156405,-1.44513640210822,34.0374358380182,2.00598777755855e-232,1.60489052143572e-229
"SLC5A8","SLC5A8","160728",1.32011754539118,-1.43578063543179,33.0121312079209,7.30596535294995e-220,5.56679769583582e-217
"C3","C3","718",2.5838521222572,-1.3374441424659,33.0042248003033,9.11006063835848e-220,6.62591273974427e-217
"CRYM","CRYM","1428",1.60698968795847,-1.40701611055185,31.8609874686769,4.46550615575158e-206,3.10663321731222e-203
"TSPAN1","TSPAN1","10103",2.92061741750284,-1.09608683985793,31.2472075782364,7.23480855768691e-199,4.82350715548118e-196
"RIMS1","RIMS1","22999",1.09099371603404,-1.44514133595655,30.9005397405181,7.71094925824764e-195,4.93531596324882e-192
"MDK","MDK","4192",3.19621504020201,-1.2836217951487,30.6676246813255,3.75822961186959e-192,2.3129012315202e-189
"CHST9","CHST9","83539",1.79406068222416,-1.29203899053315,30.5377526538759,1.16769778891319e-190,6.92012308162963e-188
"SLC44A4","SLC44A4","80736",1.76468000339226,-1.25795020363961,30.2944723898996,7.08667582585937e-188,4.04978213891342e-185
"SCNN1B","SCNN1B","6338",1.1468013707621,-1.44220964545615,29.9851887751367,2.31808831841685e-184,1.27902521320648e-181
"SLPI","SLPI","6590",6.2459318047965,-0.438037146556434,29.620983969091,2.95057081122987e-180,1.57373611834964e-177
"LCN2","LCN2","3934",5.44596172221582,-0.876981421628931,29.5411192701437,2.3177429269338e-179,1.19632917980219e-176
"GABRP","GABRP","2568",1.18171563283009,-1.43670022035369,28.898936736919,3.14368978207089e-172,1.57194313134114e-169
"F3","F3","2152",2.64202098423767,-1.35575100480691,28.3053194999228,9.67167396166366e-166,4.68958954729031e-163
"VMO1","VMO1","284013",2.84186602617384,-1.23553953803136,27.9247691930459,1.23302712008614e-161,5.80284322014655e-159
"SOX2","SOX2","6657",1.52864829286242,-1.33423456960245,27.7520277198315,8.72015710181809e-160,3.98660667960546e-157
"AQP5","AQP5","362",2.36456266581089,-1.37572045674454,27.1121222200293,5.18655188781478e-153,2.3052782432479e-150
"TFF3","TFF3","7033",2.77890439933821,-1.24905362093865,26.5689046757494,2.33957790377478e-147,1.01177259562974e-144
"PLEKHS1","PLEKHS1","79949",1.37876825318853,-1.35558626233534,26.3841125521156,1.87137452016251e-145,7.87996413082115e-143
"TMPRSS4","TMPRSS4","56649",1.23881734161832,-1.4084040017155,25.6795604515531,2.6999031338277e-138,1.10772179600967e-135
"ATP12A","ATP12A","479",1.18643426072052,-1.42645037582555,25.4031117522367,1.57865519094022e-135,6.3150154275586e-133
"FCGBP","FCGBP","8857",1.92013599247567,-1.3940424001278,25.155191313895,4.56328139102555e-133,1.78090403750731e-130
"KIAA1324","KIAA1324",NA,1.46861940601646,-1.41320290587543,24.6043793757796,1.14085388957683e-127,4.34638168740925e-125
"PRSS23","PRSS23","11098",3.16412904630522,-1.26962477286844,24.567711245578,2.58905535086581e-127,9.63429643469855e-125
"CLDN4","CLDN4","1364",2.86953702959743,-1.20314233621621,24.1625223879499,2.07602592409824e-123,7.54965700261272e-121
"SELENBP1","SELENBP1","8991",1.67606157502227,-1.3246214164292,23.2860883849759,3.79647382098211e-115,1.34994172465633e-112
"BPIFA1","BPIFA1","51297",1.74033844159867,-1.42263101117789,23.2231656162984,1.45495322545865e-114,5.06102316533997e-112
"MUC1","MUC1","4582",2.29923672663923,-1.29418755984693,23.1473349624637,7.31591268277619e-114,2.49067912419366e-111
"CDC42EP5","CDC42EP5","148170",1.7930229542301,-1.40373224116691,22.8476217003673,4.14833650636061e-111,1.38286525913075e-108
"KRT19","KRT19","3880",4.48763197143986,-0.774226637726518,22.1190161833561,1.53635103041937e-104,5.01696996688577e-102
"SLC4A4","SLC4A4","8671",0.90507392489479,-1.44805886027564,21.853535051351,3.42995140358585e-102,1.09765304817554e-99
"GSTA1","GSTA1","2938",1.8239333886786,-1.19840903084608,21.7350649877056,3.76427586412056e-101,1.18102310003516e-98
"CYP4B1","CYP4B1","1580",1.54243219658081,-1.26125790643768,21.3706930138209,5.56454174561548e-98,1.71227370137679e-95
"CP","CP","1356",2.15780195858877,-1.28081581825381,20.8933518399843,6.73963148624472e-94,2.03473289455475e-91
"KLF5","KLF5","688",1.9331655848767,-1.31663642542174,20.6830160558786,4.00624063379944e-92,1.18710845150787e-89
"ALDH1A1","ALDH1A1","216",2.47013935371554,-1.08170701201142,20.0139339702218,1.39005737582506e-86,4.04405601283215e-84
"CHL1","CHL1","10752",1.21163595912497,-1.4002450723521,19.8005100554152,7.53384891064657e-85,2.152662793201e-82
"MUC16","MUC16","94025",1.67970852831028,-1.28825547407245,19.378210432664,1.8206191826875e-81,5.11082939336538e-79
"EHF","EHF","26298",1.72530413938716,-1.3373628613146,19.3234266322743,4.94808688615615e-81,1.36507479767905e-78
"AGR2","AGR2","10551",3.61062112855065,-0.927477740090874,19.259037805474,1.5973785508005e-80,4.33214477819641e-78
"EPAS1","EPAS1","2034",1.91066504513687,-1.33713683797056,19.1108155068091,2.34091356148077e-79,6.24282631620896e-77
"CYB5A","CYB5A","1528",2.55518463818734,-0.931155792870695,18.9591201835645,3.58495602758966e-78,9.40375104876429e-76
"CEACAM6","CEACAM6","4680",1.49906175980338,-1.40772007523285,18.3262193384125,2.56403127997577e-73,6.61726846949877e-71
"TNFSF10","TNFSF10","8743",2.63935987261664,-0.869926111345251,18.0521733897022,2.92113872165042e-71,7.41922868017911e-69
"TACSTD2","TACSTD2","4070",2.67411790850147,-1.08052414813932,17.5250463123829,2.20684565163249e-67,5.5174589487143e-65
"VSIG2","VSIG2","23584",0.969153041857426,-1.43610125241499,17.1834264298741,6.34156064804146e-65,1.56109710660479e-62
"RDH10","RDH10","157506",2.10533934488434,-1.29695359408057,17.0245945305416,8.51925332891231e-64,2.06540261387766e-61
"S100P","S100P","6286",2.97559061783209,-1.09806833989504,16.7757904231911,4.77220193250767e-62,1.13970153913515e-59
"HES1","HES1","3280",1.66375179906132,-1.36263238282429,16.5446289415961,1.91529107423442e-60,4.50684889394485e-58
"NUCB2","NUCB2","4925",2.07582154817189,-1.01434208843345,16.5432345124449,1.9581528712641e-60,4.54092812943432e-58
"MUC5B","MUC5B","727897",1.39902186212645,-1.41742645068341,16.1174193480393,1.55823400266993e-57,3.56190032524594e-55
"CLDN7","CLDN7","1366",2.08316929136669,-1.13476121012007,15.9315497962244,2.73709342642343e-56,6.16848336847905e-54
"FXYD3","FXYD3","5349",2.69279833736719,-0.959033648977664,15.8711542481311,6.90071453581586e-56,1.53358796232763e-53
"EPHX1","EPHX1","2052",1.73761482153107,-1.21875273807187,15.6318822432415,2.60784080824412e-54,5.71617270859098e-52
"CXCL6","CXCL6","6372",1.11422491351501,-1.4342932878684,15.4230106117869,5.96162845532974e-53,1.28908130964502e-50
"SCNN1A","SCNN1A","6337",1.06446048419253,-1.41352671381609,15.199931233157,1.61590787724634e-51,3.44748559250916e-49
"MSLN","MSLN","10232",1.53339695844921,-1.39271124882236,15.1837107785645,2.0505484407578e-51,4.31721389481125e-49
"C16orf89","C16orf89","146556",0.834350465081547,-1.44142544417331,15.1772306154716,2.25513194580382e-51,4.68628133309181e-49
"ALPL","ALPL","249",0.973770585590142,-1.43455644061549,14.779446324516,7.20244147078584e-49,1.47751623043646e-46
"MT1E","MT1E","4493",1.50824887993183,-1.34760394923564,14.7362299037444,1.33620197928719e-48,2.70640099627522e-46
"ST6GALNAC1","ST6GALNAC1","55808",1.07755993540546,-1.3898635668985,14.3417914040274,3.48348029564716e-46,6.96739602633127e-44
"KRT18","KRT18","3875",2.98632591512932,-0.856587404236455,14.3075360722063,5.61035005649548e-46,1.10828655869116e-43
"MGST1","MGST1","4257",2.62737399211204,-1.06123336409285,13.9846653020071,4.75702185156842e-44,9.2825739813349e-42
"KRT8","KRT8","3856",2.47053665929663,-1.0206409198289,13.5581918491498,1.45171482511138e-41,2.79866131525388e-39
"ATP2C2","ATP2C2","9914",1.12497066681466,-1.36970956409533,13.4752359050723,4.33372807743309e-41,8.25523606750081e-39
"ERBB3","ERBB3","2065",1.26757211592597,-1.38169152400457,13.4386078585658,7.01003127268201e-41,1.31961776934335e-38
"CREB3L1","CREB3L1","90993",0.999075084694733,-1.43842637560767,13.4318645725909,7.65796702194589e-41,1.42482709672275e-38
"KRT7","KRT7","3855",2.70476532251389,-1.03468842954141,13.3834233764703,1.44341440906681e-40,2.65472114476759e-38
"OAT","OAT","4942",1.39103569940445,-1.29529429798729,13.2740032206979,5.99497154862184e-40,1.09006295169884e-37
"SORD","SORD","6652",1.33710539106616,-1.32886166423959,13.2671107935741,6.55513935253452e-40,1.17852567168432e-37
"CFH","CFH","3075",1.03229933508307,-1.39737157747698,12.9689587754132,2.99763608470402e-38,5.32946388792767e-36
"EMP2","EMP2","2013",1.7660716944136,-1.2273678090712,12.7997706831722,2.53047016633549e-37,4.44945638808068e-35
"FOXA1","FOXA1","3169",1.13239133479618,-1.35630994508812,12.7892437473949,2.8871406594641e-37,5.02142801000924e-35
"ALOX15","ALOX15","246",1.15788194237976,-1.2986357280597,12.6378801001125,1.90115703933308e-36,3.2710122350934e-34
"EPCAM","EPCAM","4072",1.86402009761963,-1.20588199268484,12.5026515776135,1.0060026959868e-35,1.71245203600903e-33
"SLC9A3R2","SLC9A3R2","9351",1.49288378755498,-1.33582835066038,12.4594487800451,1.70699675615597e-35,2.87512158897385e-33
"XBP1","XBP1","7494",2.3032914216672,-0.732623792904579,12.4570819752984,1.75707921499713e-35,2.92864838741345e-33
"TSHZ2","TSHZ2","128553",1.20841266730409,-1.37177799851094,12.4202928100946,2.75241054327245e-35,4.54034238174251e-33
"AQP3","AQP3","360",2.8202601367405,-0.559060032984284,12.2889992081292,1.35191022607347e-34,2.1850419724648e-32
"AKR1C1","AKR1C1","1645",1.16309564171849,-1.41137372777391,12.0461493929897,2.46229296334173e-33,3.9399149706431e-31
"ASS1","ASS1","445",1.0787150781815,-1.41449034892213,12.0391458041294,2.6750879941536e-33,4.23802801925265e-31
