"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"CLSPN","CLSPN","63967",1.91531755005085,-0.919174683833466,79.7867115721871,0,0
"DTL","DTL","51514",1.21656810203168,-0.984338154389428,65.7046710893317,0,0
"MCM6","MCM6","4175",2.31785684936266,-0.718027396143236,59.6452077732696,0,0
"MCM2","MCM2","4171",1.55371934478746,-0.903764682745451,52.24403922036,0,0
"CENPU","CENPU","79682",1.52032879977342,-0.852365669887865,43.9823221767457,0,0
"CENPK","CENPK","64105",1.46348907051009,-0.882696515293653,47.9255877111688,0,0
"TCF19","TCF19","6941",1.69898817237962,-0.898248617519818,63.1143268242192,0,0
"MCM3","MCM3","4172",2.18433642338757,-0.52810450975089,44.0591255611563,0,0
"MCM7","MCM7","4176",2.35952590589123,-0.711933499884458,58.9708875504747,0,0
"MCM4","MCM4","4173",2.10053907099168,-0.653283056846203,46.9169339596059,0,0
"ATAD2","ATAD2","29028",1.88360366623911,-0.796612417916642,51.4121390638818,0,0
"FAM111B","FAM111B","374393",1.53003152779362,-0.956496970852461,68.4466936937274,0,0
"MCM10","MCM10","55388",0.888005080413134,-0.997117727941604,39.3955892708917,0,0
"ZWINT","ZWINT","11130",1.71188929357286,-0.771855862587928,45.2576686467223,0,0
"CDK1","CDK1","983",1.27256032498333,-0.897024576258814,41.4813426213259,0,0
"HELLS","HELLS","3070",1.6799966986881,-0.923693535601932,65.0636121519396,0,0
"PCLAF","PCLAF","9768",2.24096340651551,-0.87792018614128,96.8589430184199,0,0
"ORC6","ORC6","23594",1.36589519882615,-0.887475472257985,40.6133795503567,0,0
"GINS2","GINS2","51659",1.51152745468684,-0.947399592677589,66.1281975511327,0,0
"CDT1","CDT1","81620",1.71573247319182,-0.923587079547276,76.6290991609814,0,0
"BRCA1","BRCA1","672",1.87945514035722,-0.728737391098817,44.8658666446033,0,0
"TK1","TK1","7083",2.82578685765752,-0.850669187298233,112.483533167724,0,0
"TYMS","TYMS","7298",2.01043468924659,-0.911731324727524,86.8151909034742,0,0
"PCNA","PCNA","5111",2.57762066772427,0.0187108437073911,41.828642177998,0,0
"E2F1","E2F1","1869",2.00041741227406,-0.937252232267319,96.3940597601632,0,0
"UHRF1","UHRF1","29128",1.1341372065983,-0.982215316915161,53.6485957797381,0,0
"ASF1B","ASF1B","55723",1.42955977373228,-0.932174837053732,56.2734871741509,0,0
"MCM5","MCM5","4174",2.32213776289521,-0.216170090294881,39.3845084676126,0,0
"CENPM","CENPM","79019",1.67400023623352,-0.925778081663207,76.0871923654106,0,0
"FEN1","FEN1","2237",1.60784042384296,-0.761811560494562,38.4835408642918,8.38204897563125e-317,4.35251863161041e-314
"MAD2L1","MAD2L1","4085",1.26687210166172,-0.876406104756907,36.9788899867453,3.21040562776667e-293,1.61328060868869e-290
"RAD51AP1","RAD51AP1","10635",1.45812320874852,-0.778667412412137,34.5798888746218,2.10676463705408e-257,1.02559935987589e-254
"CHEK1","CHEK1","1111",1.186575360206,-0.904396577773591,32.6098042317376,1.18959652415769e-229,5.61561656161468e-227
"WDR76","WDR76","79968",1.08103700123877,-0.940699610151493,31.8723099130282,1.18697134390323e-219,5.43842341038955e-217
"TMEM106C","TMEM106C","79022",1.67931996981289,-0.498743129791765,30.5685591604787,1.68698582638011e-202,7.50853291524268e-200
"NASP","NASP","4678",2.03046054046269,0.10242870709475,29.4958630664034,6.84134623072073e-189,2.9604025439491e-186
"CDC45","CDC45","8318",0.817301350377789,-0.99650687744596,28.643170885844,2.11409261155757e-178,8.90090127103888e-176
"STMN1","STMN1","3925",2.17539685088698,2.17587992466885,27.8658644713118,4.30510066882789e-169,1.76486468997371e-166
"DNAJC9","DNAJC9","23234",1.53296806455183,-0.584602435289086,27.6322854775085,2.42011139880673e-166,9.6667936847721e-164
"DHFR","DHFR","1719",1.66847650980832,-0.366591348023466,26.8208548061935,5.82958988053e-157,2.27033377897241e-154
"PHF19","PHF19","26147",1.17046879299246,-0.846459425625791,26.5881945099425,2.55033418026772e-154,9.69002581956354e-152
"RRM1","RRM1","6240",1.47473832867989,-0.581499666001389,25.7974041861318,1.65565371170818e-145,6.14089845737858e-143
"PKMYT1","PKMYT1","9088",0.834378612575769,-0.9803799757212,25.5891255355349,3.1457544243114e-143,1.13964098655635e-140
"SMC2","SMC2","10592",1.61046685972072,-0.303109964617533,24.4156774866697,1.01374834939906e-130,3.58912995157693e-128
