"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"ISG15","ISG15","9636",2.70317048879313,2.61742576126094,43.5051474831559,0,0
"IFIT1","IFIT1","3434",2.60873582590437,0.652769965653945,42.6995910506432,0,0
"RSAD2","RSAD2","91543",1.67906599308619,-0.659488952197334,37.611915275471,4.88832976330927e-303,2.53834670176106e-299
"IFIT2","IFIT2","3433",2.36733729034146,0.864759721507565,36.9205815961661,2.53043499093777e-292,9.85477907220715e-289
"MX1","MX1","4599",2.23382457819093,1.58287895358534,34.3251091498405,9.9414680087571e-254,3.09736377280836e-250
"IFIT3","IFIT3","3437",2.07672535413511,1.79008937542755,32.9951432253714,5.83706473439139e-235,1.51549657387248e-231
"NT5C3A","NT5C3A","51251",1.8131085886398,0.223988568926283,29.7708930307496,2.45346290464342e-192,5.46000644693361e-189
"IFI44L","IFI44L","10964",1.9986392772007,0.576417348160439,29.0642667520466,1.5171756961093e-183,2.95432037424883e-180
"NEXN","NEXN","91624",1.32499008643934,-0.619549522032817,26.0432190188168,3.21255030373701e-148,5.56056762573502e-145
"HERC5","HERC5","51191",1.69373727873267,0.393540384500889,24.929286807396,3.98411289613044e-136,6.20645106959201e-133
"CMPK2","CMPK2","129607",1.49766434942788,-0.247226013615479,24.8285478421149,4.6674356476185e-135,6.609937501691e-132
"DDX58","DDX58","23586",1.44302671504526,-0.262703572424662,23.3082752641546,1.9655235561609e-119,2.55157716315621e-116
"OAS2","OAS2","4939",1.52103089536878,0.664984702762139,21.1952711277679,2.6915105357936e-99,3.22525777896867e-96
"IFITM3","IFITM3","10410",1.65154226822016,1.35098728783293,20.9213184586938,8.04319743343602e-97,8.94978068700473e-94
"OAS3","OAS3","4940",1.39312807555083,0.126803186425605,19.5491611514933,6.83342839997626e-85,7.09674317432201e-82
"IFI35","IFI35","3430",1.3448812572143,0.960700658205013,17.7050198531114,4.25481083228049e-70,4.14259019657909e-67
"OASL","OASL","8638",1.35342563587803,1.18352209497442,17.1345102847925,8.25760563272667e-66,7.56688120862448e-63
"EPSTI1","EPSTI1","94240",1.32815109685563,0.734755771775533,16.6384395287405,3.42041567050538e-62,2.9601797397296e-59
"IFIH1","IFIH1","64135",1.2637047546986,0.0805635954633634,16.5322410283416,1.97236168616531e-61,1.61712896563596e-58
"TNFSF10","TNFSF10","8743",1.33278138503397,0.32342715557072,16.4022416567964,1.65942484816186e-60,1.29252601423328e-57
"CXCL10","CXCL10","3627",1.0286363148283,-0.878765240464508,16.3220036234119,6.12790521597086e-60,4.54573845020924e-57
"IFI6","IFI6","2537",1.22989854912024,3.63412318113449,16.101964444595,2.13430239872478e-58,1.51128012578794e-55
"SAMD9L","SAMD9L","219285",1.27093147921506,1.44629031956046,15.8012607534588,2.53182679465695e-56,1.71481729596374e-53
"OAS1","OAS1","4938",1.25855493063729,1.1841544092353,15.5856080546257,7.36968123797171e-55,4.7835372635468e-52
"XAF1","XAF1","54739",1.27979538841696,1.46555379195211,15.4796146608114,3.80025689664873e-54,2.36801607743976e-51
"PARP9","PARP9","83666",1.23370425902867,0.922567900270494,14.9759521702116,7.94249295802599e-51,4.75877520385111e-48
"RNF213","RNF213","57674",1.17546759025101,2.11098895841579,14.8743899738943,3.60128833255102e-50,2.07780998683258e-47
"DDX60L","DDX60L","91351",1.24023735858439,0.837076322752302,14.7127566199226,3.91075101944983e-49,2.17577426360677e-46
"SP110","SP110","3431",1.2339445990034,1.07775330150705,14.6836635275633,5.9913473334764e-49,3.21838650899639e-46
"SAMD9","SAMD9","54809",1.21168606675765,0.360435924761846,14.5981532554754,2.0891914559209e-48,1.08484748334453e-45
"GBP1","GBP1","2633",1.28784781230721,1.11232078936721,14.5804059036631,2.70504601688756e-48,1.35932925326046e-45
"STAT1","STAT1","6772",1.24196596715307,1.11113008477146,14.2462837233023,3.30792618920348e-46,1.61033981798162e-43
"IFI44","IFI44","10561",1.1793803487731,0.226527950067697,14.223491101548,4.57326555399355e-46,2.15885850909429e-43
"IRF7","IRF7","3665",1.20523762183318,0.482184966930683,14.1949601575768,6.85491922953709e-46,3.14076269875673e-43
"LY6E","LY6E","4061",1.03406316152402,4.16896459904093,13.9369468407471,2.56995792640156e-44,1.14385155935667e-41
"UBE2L6","UBE2L6","9246",1.15681196689337,1.52498854260142,13.7949119877587,1.8378810041599e-43,7.95291952300082e-41
"USP18","USP18","11274",0.980554509497429,-0.574465667493108,13.57588883442,3.67325900711921e-42,1.54654131926765e-39
"PARP14","PARP14","54625",1.17445895289243,1.47386584826555,12.9154692898668,2.31155858892297e-38,9.47617360480055e-36
"TNFSF13B","TNFSF13B","10673",1.14099306357595,1.50017353252188,12.836036691489,6.43188199733349e-38,2.56912455780669e-35
"EIF2AK2","EIF2AK2","5610",1.13908812116999,1.21573782094206,12.505687565596,4.24536522090496e-36,1.65335748528144e-33
"RABGAP1L","RABGAP1L","9910",1.04234382447652,-0.0354564893947345,11.6105332715553,2.11476116809358e-31,8.0350608479419e-29
"MX2","MX2","4600",1.05793852661942,-0.0243173297382364,11.5942982466923,2.55451197848849e-31,9.47480657164135e-29
"SIGLEC1","SIGLEC1","6614",1.08136619344395,0.858602513550445,11.0800249819068,8.87607597398884e-29,3.21561654704182e-26
"STAT2","STAT2","6773",1.03358032823036,0.616357752492132,10.1346816924845,2.1144675155141e-24,7.48617612651786e-22
"HELZ2","HELZ2","85441",0.885561108775619,-0.579732497029156,10.0231578825759,6.55330787055397e-24,2.26860955572199e-21
"TRIM22","TRIM22","10346",1.00708955926274,0.891984756757317,9.61919408969519,3.560891125607e-22,1.20590352075447e-19
"GBP4","GBP4","115361",0.975615167302007,0.159412516998666,9.37838002136955,3.57131551986585e-21,1.18370113124405e-18
"LAP3","LAP3","51056",0.972230131419548,1.94059342163568,9.37344972332733,3.74170575268031e-21,1.21433942115112e-18
"PLSCR1","PLSCR1","5359",0.970364631549409,1.78624823668898,9.20174197586621,1.86878304657826e-20,5.94120455093799e-18
"DYNLT1","DYNLT1","6993",0.933914972842644,1.72886884750081,8.87505314575632,3.67978068982466e-19,1.14647247172177e-16
"PNPT1","PNPT1","87178",0.887270216662745,-0.313454987135979,8.53212712131793,7.50796212529529e-18,2.29331439191863e-15
"GMPR","GMPR","2766",0.861325006018414,-0.399616204991695,8.29241952305749,5.77143750757145e-17,1.728989490249e-14
"ISG20","ISG20","3669",0.736771295699057,-0.906345310313548,8.17034447226828,1.59578737606472e-16,4.69041051779927e-14
"MT2A","MT2A","4502",1.05536443944156,1.01339208757586,7.69381307789744,7.35333091082023e-15,2.12129979497699e-12
"DDX60","DDX60","55601",0.869441337114012,-0.101593203460245,7.32231641971091,1.24843176383087e-13,3.53601273035587e-11
"NUPR1","NUPR1","26471",1.01417250500324,2.3685378024177,6.69752993119886,1.07806266558616e-11,2.99893932223236e-09
"SSB","SSB","6741",0.826377735035916,2.00637469509486,6.32009003330737,1.32491815284437e-10,3.62097806754555e-08
