"","logFC","AveExpr","t","P.Value","adj.P.Val"
"HIST1H3G",2.97706618434648,2.32150286061871,3.91192826852208,6.95397983147501e-05,0.0125571552896221
"RLN1",3.01473153000449,2.63888212967352,3.90900518796606,7.03174327181567e-05,0.0125571552896221
"TUSC1",-3.70818536560283,3.68674975900313,-3.88525117192473,7.72689556424529e-05,0.0134311773315134
"MAML3",-4.06900155613294,4.06241582072307,-3.88553733663278,7.75621405092208e-05,0.0134311773315134
"ACPP",2.97929360138636,2.64077119636492,3.83167854021768,9.38003630650887e-05,0.0160006619324015
"FOXM1",3.08700366244541,3.35452763694726,3.82093323867908,9.76561558760448e-05,0.0162813768306943
"CDC6",2.88423795795886,3.12281185840228,3.81891326363912,9.82951265480711e-05,0.0162813768306943
"AICDA",3.10537030784397,2.8883705695919,3.80436595661632,0.000103824128931977,0.0169515138509081
"FCER2",3.00854566162969,2.78372574464146,3.79842496750055,0.000106063622393887,0.0170732554977428
"MYBL2",3.1046865536462,3.37177559585125,3.71864901059535,0.000142032081623977,0.0225456202900061
"CAV1",2.95922191904292,2.54827093546772,3.6937577311127,0.000155264055288719,0.0243083957245858
"CENPA",3.02166441507457,3.51613291511438,3.68346416873804,0.000161196495616479,0.0248961452486586
"SMIM24",2.66414854635919,2.33875140576153,3.65266131585744,0.000179710912065062,0.0273855468532212
"MVB12B",-3.76568563360736,4.31642613739547,-3.64398701735678,0.000187463056072032,0.0281909903664112
"ASB2",2.86419435883149,3.69163003858156,3.62616514036967,0.000197705203644959,0.0293451009410161
"KCNK12",2.96480968566584,2.80142182917831,3.62021579019419,0.000202065423478852,0.0296077657043564
"IGLC2",3.35267575479078,3.43415284891239,3.58121618623382,0.000232957511246047,0.0332850856235878
"NEK2",2.95144748432841,3.04920541563712,3.5794161190493,0.000233462995937525,0.0332850856235878
"SHISA8",2.2577605187091,2.45682771590982,3.57409054961429,0.000237245852183614,0.0332850856235878
"LINC01781",2.27955284534529,2.24588152874319,3.57222746911243,0.000238811533916721,0.0332850856235878
"CYTH3",-3.744853720664,3.89535738856206,-3.5464286817134,0.000265161871447742,0.0365124702262198
"WWC1",2.16567247311261,2.52777291719402,3.53625655272191,0.0002708492793654,0.0366754402934083
"CC2D2A",-3.72460369927856,3.7857652259864,-3.53828825466384,0.000272763358556278,0.0366754402934083
"SNX22",2.43566623982134,3.01245768172623,3.50521074239362,0.000301882813205665,0.040118821768925
"IGF2BP2",-3.9325210397733,3.90166240223374,-3.5023455768276,0.000310904295561972,0.0408428183215836
"DOCK1",-3.64924156042465,3.8908199353069,-3.49182662931619,0.000320479790462347,0.0412371083476403
"TLR10",2.26357848239735,3.31839992757583,3.48726110307003,0.00032112193918453,0.0412371083476403
"ZBED2",2.79275496195312,2.61738325256414,3.46377524402149,0.00034897793731098,0.044010456046755
"RAPH1",-3.56377752704834,3.81799670933426,-3.46563294119092,0.000350420115517954,0.044010456046755
"POLQ",2.47741559324875,3.328333305627,3.45092304765303,0.000364115118903178,0.0452333879776568
"C17orf51",2.55448712802923,2.52144839366471,3.4327582757113,0.000387611790874202,0.0476345715903361
