"","logFC","AveExpr","t","P.Value","adj.P.Val"
"MYCT1",-2.48689821334403,2.40228930982116,-3.79133291818489,0.000108694474897354,0.0135029255826289
"SPP1",-4.65289323889571,3.78517010220815,-3.77918009461862,0.00011669266873386,0.0143406506554762
"TM4SF18",-2.05255590869794,2.13177185325231,-3.76790956804292,0.000118396590811673,0.0143952620892193
"CALB2",-2.04953011634093,2.14606588839751,-3.75835401039376,0.000122598893140348,0.0147492921021162
"ZSWIM8-AS1",-4.95913647044164,2.43850308772099,-3.75847156021917,0.000127008343585228,0.0148749637748607
"WFDC2",2.86375217006145,3.94457185306307,3.74868464866473,0.00012716690061955,0.0148749637748607
"SLCO2A1",-2.04613235670515,2.16199102822058,-3.74749041740715,0.000127548031318256,0.0148749637748607
"S100A12",-2.78063890621829,2.83780730960679,-3.74331788246969,0.000129634420888896,0.0149655737003959
"CHD1L",2.6619058423845,4.14649327208224,3.7178640766247,0.0001421292699604,0.0162439542637741
"NFATC2",2.21534749022161,4.95778126884178,3.69368766095309,0.000154987530471699,0.0173750851581679
"NXPH4",2.07967024536478,2.50448546585681,3.69352924640151,0.000155066820030897,0.0173750851581679
"ELF3-AS1",-4.12000502822383,2.85308924329204,-3.68597012244276,0.000162225535422957,0.017907114431735
"RAB6B",-2.5222880831004,2.30974565300184,-3.67987085003481,0.000162948630755135,0.017907114431735
"CNTD1",-2.25910390459597,3.03835553806882,-3.66519715683215,0.000171692767332742,0.0186883489318658
"ACKR1",-2.31643434025574,2.15845304263103,-3.65701649907065,0.000176803619027828,0.019063099640274
"IRX5",1.84603774413123,2.5151683995303,3.65415486606965,0.000178586116202824,0.0190753338512344
"CCL14",-3.15328724766621,2.32617271426658,-3.64141321985476,0.000187643367261089,0.0198571855965461
"PRMT8",-1.78732543051985,2.31571016217153,-3.63525512898227,0.00019103914264439,0.020031067534704
"TMEM246",-2.01430541502076,2.31026217293908,-3.62641185884424,0.000197149446381886,0.0204838274790779
"G0S2",3.12259144982269,4.47796439758415,3.61764687165453,0.000204182719627384,0.0210234621857781
"S100A14",1.71537238312387,2.56696041020278,3.5994545943343,0.000216907732219921,0.0221342720673347
"ASIC1",-2.25997106464144,2.44139857239307,-3.58959847875565,0.000224632987007075,0.0227197381283527
"ADGRL4",-2.2041050911139,2.10621264827604,-3.58545488079997,0.000227927465556253,0.0228507281038808
"CHTF8",3.0645817644821,4.15159592966567,3.56845797549881,0.00024289184385843,0.0241392250735478
"MS4A1",2.82012326564999,3.68658656870265,3.54845365495941,0.000260076948263279,0.0256243055319053
"MYRIP",-2.36833156603111,2.18844645059807,-3.53256397048557,0.000274437844399224,0.0268081207148609
"SRXN1",-4.51583784209907,3.32214239996709,-3.5156154458056,0.000301645102061901,0.0291446206689588
"NR5A2",-2.53124147238495,2.29619566418884,-3.50268955899251,0.0003046269716564,0.0291446206689588
"C16orf71",-1.99697934351188,2.39135557453336,-3.50112791769241,0.000306007041760001,0.0291446206689588
"BPIFB1",2.61588372806153,3.22667241798343,3.47351171188792,0.00033709408327094,0.0317454979326423
"GPR15",-2.63861140721344,2.18840429625214,-3.47202105696533,0.000338870482787852,0.0317454979326423
"TMEM56",-2.02051383837473,2.28137979791163,-3.46206467754569,0.00035016322342784,0.0322784524813387
"OSM",2.4484791105057,4.42526648434469,3.4622316687752,0.000350208076619651,0.0322784524813387
"DOC2B",-1.85836943572268,2.31230958178948,-3.44554077774328,0.000370562626857479,0.0338812820988331
"CLMP",-1.97062630745136,2.30093546777818,-3.43817401663681,0.000380034368478044,0.0344715301375838
"ENHO",2.27108238067163,3.12400442210148,3.43124188994049,0.000389268648688976,0.0350311132745379
"KDF1",-2.44958830250245,2.36942884132839,-3.42728826182024,0.000394751103207565,0.0352469559262442
"KLF12",2.07852055499425,4.4759067980218,3.4054491527496,0.000424889841762822,0.0376439224923046
"BAALC",-2.92838014993409,2.74155160463481,-3.3772767656054,0.000469529163985394,0.0412788370399159
"CXCL12",-2.23303632124556,2.14862479373958,-3.36150338484846,0.000493037232802663,0.0430146758297835
"C11orf52",-3.94630896320851,2.49401687897921,-3.36276185552729,0.00050393267683683,0.0436321709361222
"TSPAN18",-2.79970713159685,2.41106500817898,-3.33963271487429,0.000532334822739487,0.045744772098418
"KRT19",2.11886972547253,3.24118563945886,3.33073715128954,0.000546497962686696,0.046611382205569
"CDRT4",-2.56734291641276,2.79118206860626,-3.32261548073982,0.000562459457316066,0.0476174010197431
"MUC13",1.67793111723029,2.5489995260589,3.30912448968307,0.000587164374432635,0.048784470512353
"MSMB",2.38262617200292,2.87905009091431,3.30935434872254,0.000587303000428234,0.048784470512353
"CCL3L1",3.99383990010009,4.2010527549132,3.31726595348231,0.00058905039204696,0.048784470512353
"NDUFA7",-2.81208218210031,6.38254631325789,-3.30093549491476,0.000605951545903175,0.0498231670368877
