"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"TRGC2","TRGC2","6967",1.44315994879317,-0.311744777360943,18.9013485197142,6.82991102554263e-78,1.09285406319708e-73
"CD7","CD7","924",1.49131567510117,0.311840520521384,17.4572285189717,5.13659583623566e-67,4.10953349878034e-63
"TRDC","TRDC","28526",1.12489981892241,-0.587568407589965,12.163443824205,5.68823617246097e-34,2.2754366748887e-30
"ZNF683","ZNF683","257101",0.993253216200886,-0.577585026581833,10.4816473840978,8.41099946226481e-26,2.69168804791398e-22
"KLF2","KLF2","10365",1.0384142835552,-0.407240452356147,9.53476095165474,1.0398290121738e-21,2.37690057482758e-18
"IFITM2","IFITM2","10581",1.06838484710437,0.365186948968198,9.09788219743845,6.03522943644039e-20,1.20712132765603e-16
"CTSW","CTSW","1521",0.984504605259531,-0.188410759811182,8.89781926156722,3.64818045345445e-19,6.48605949285829e-16
"ZFP36L2","ZFP36L2","678",1.03825662383867,1.08126881153544,7.90355861764814,1.58322611374032e-15,2.30301827690534e-12
"LTB","LTB","4050",1.09727868876852,1.0351876887321,7.45598521701803,5.04714939985413e-14,6.72995312892216e-11
"TCF7","TCF7","6932",0.837464056753184,-0.70394907275551,7.22501202478607,2.79475330020548e-13,3.19420339689914e-10
"LEF1","LEF1","51176",0.751954480250428,-0.963139425976795,6.67091622239998,1.37695504398517e-11,1.46884384392044e-08
"XCL1","XCL1","6375",0.836432090385197,-0.74549556229247,6.43215084696816,6.74269452698679e-11,6.34646206625386e-08
"MAL","MAL","4118",0.733759860982708,-1.00332752651669,6.14024100433662,4.36548478920603e-10,3.88067345067143e-07
"NUCB2","NUCB2","4925",0.788298354196324,-0.738489196487809,5.94866409206687,1.42270825261541e-09,1.19814498684733e-06
"PABPC1","PABPC1","26986",0.869082911156489,0.861609564942366,5.47950111340615,2.21351763797518e-08,1.77092478626205e-05
"JUNB","JUNB","3726",0.879884610699827,0.641725411710103,4.75434981246104,1.01710049226023e-06,7.74982141745518e-04
"FOS","FOS","2353",0.784473257829238,0.789951710848197,3.0891868463783,0.00100780672033315,0.671913138835448
"NCR3","NCR3","259197",0.667647986850301,-0.92985965063567,2.93919980200381,0.00165115499227127,1
"PPP2R5C","PPP2R5C","5527",0.705673406154994,0.00699540740276497,2.47249696176361,0.00672147621721367,1
"CD27","CD27","939",0.677584865934048,-0.622080083412833,2.43445355847075,0.00747065458817749,1
"IL7R","IL7R","3575",0.662475964041997,-0.158978257945609,1.41674959026642,0.0783022891240513,1
"IER2","IER2","9592",0.640148948996299,0.0368109381710617,1.05352871426747,0.146069155789583,1
"LYAR","LYAR","55646",0.617247826367468,-0.646876015606172,0.824411433856956,0.20486819375146,1
"HCST","HCST","10870",0.604854149023655,0.948644643482471,0.376281551478968,0.353360001319272,1
"KLRC2","KLRC2","3822",0.594536732176128,-0.747727664468122,0.267705738478288,0.394467207649639,1
"RIPOR2","RIPOR2","9750",0.571740223447782,-0.661254383498652,0,0.637490917484284,1
"TXNIP","TXNIP","10628",0.557865825729373,1.43698332878546,0,0.680512720113675,1
"GYPC","GYPC","2995",0.556029840480707,-0.145399487469761,0,0.732972044721136,1
"DDIT4","DDIT4","54541",0.552226054957587,-0.589797000813774,0,0.782852649394348,1
"EEF1B2","EEF1B2","1933",0.528403556594333,1.58249173536085,0,0.866261241672896,1
