"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"CCL5","CCL5","6352",2.3617128937376,1.98655659785234,27.075227078173,2.77155871652095e-153,4.43477110230518e-149
"CD8A","CD8A","925",1.17956944721203,-0.259609564590406,13.8057468435868,4.76725130552751e-43,3.81403940698729e-39
"CCL4","CCL4","6351",1.26190034813431,-0.03600890213,11.8567283464831,2.13986855347423e-32,1.14133455747137e-28
"CD8B","CD8B","926",0.832188744058234,-0.513434995078888,6.18248240435674,3.34844824335037e-10,1.07157040683698e-06
"KLRD1","KLRD1","3824",0.831497097123869,-0.210638821181968,5.47842844854066,2.22691300812158e-08,5.93880584049223e-05
"TRGC2","TRGC2","6967",0.790202956146303,-0.311744777360943,4.76112031408045,9.8367767992311e-07,0.00224854665092138
"CST7","CST7","8530",0.737985918861999,0.0190584588071029,3.34811676208805,4.09149954343075e-04,0.818351052430442
"ZNF683","ZNF683","257101",0.705101538134233,-0.577585026581833,3.24851446138947,5.83024858767345e-04,1
"LINC02446","LINC02446","101060038",0.69001742465082,-0.756669457188285,3.07385563977675,0.00106098383264882,1
"NKG7","NKG7","4818",0.724299425518777,0.3278279726089,2.67558456786628,0.0037393983925862,1
"CD48","CD48","962",0.681500178295263,0.961560427002517,1.99065820937592,0.023280359047489,1
"TXNIP","TXNIP","10628",0.684944583040201,1.43698332878546,1.82332204934126,0.0341505076674665,1
"HOPX","HOPX","84525",0.613838583427982,-0.209619888071438,0.625553793813206,0.265814923005004,1
"ANXA1","ANXA1","301",0.582290337473699,0.85451317869096,0,0.51932898514792,1
"ID2","ID2","3398",0.580365335444381,0.256122641520475,0,0.534263922881901,1
"LGALS1","LGALS1","3956",0.578125267461094,-0.0177041093133975,0,0.548039875948057,1
"XCL2","XCL2","6846",0.576636576781038,-0.68517820506195,0,0.586432747882155,1
"KLRC1","KLRC1","3821",0.528500974744424,-0.621286118147554,0,0.93509062229478,1
"ZFAS1","ZFAS1","441951",0.503280877883584,0.395899953781862,0,0.948064889087132,1
"CD63","CD63","967",0.494010063993116,0.341741563793466,0,0.97073756525998,1
"S100A6","S100A6","6277",0.485444007117115,1.9514165644178,0,0.983271829352919,1
"MYL12A","MYL12A","10627",0.4898495593944,1.9042058758339,0,0.985372266702608,1
"IVNS1ABP","IVNS1ABP","10625",0.461186454115271,-0.4572029565631,0,0.998793813209913,1
"CEBPB","CEBPB","1051",0.431693225083485,-0.092732793109243,0,0.999454719470793,1
"CKLF","CKLF","51192",0.409956653419881,0.420867600930965,0,0.999775249202302,1
"PIM1","PIM1","5292",0.402534876958992,-0.2446645603661,0,0.999968874109344,1
