"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"CTLA4","CTLA4","1493",1.61944515736172,-0.918100133913178,22.2366850019718,6.65315105377422e-106,1.06457070011441e-101
"TIGIT","TIGIT","201633",1.81432737001022,-0.796370474745985,22.1380539308319,5.1008822470428e-105,4.08096084174659e-101
"IL2RA","IL2RA","3559",1.31101273313172,-1.05100623796255,20.3138082144169,2.86008681652816e-89,1.5254749717089e-85
"TNFRSF4","TNFRSF4","7293",1.66879175884664,-0.808786749764284,18.8256260493746,2.65388803178723e-77,8.49297247932549e-74
"TBC1D4","TBC1D4","9882",1.27531385201378,-0.97937573298653,17.2760575541416,1.04763297688785e-65,2.79386254386375e-62
"TNFRSF18","TNFRSF18","8784",1.60997139918854,-0.662640323751857,16.8799961975892,6.91660525907187e-63,1.58103715357727e-59
"TNFRSF1B","TNFRSF1B","7133",1.51901976345464,-0.630157366279497,14.6055189750985,7.42758370602806e-48,1.48560958600194e-44
"LINC01943","LINC01943","101928173",1.41202270720825,-0.824802967060371,14.3179505223568,4.24982050865558e-46,7.55570866211089e-43
"CD27","CD27","939",1.40578303519024,-0.622080083412833,12.8700324339802,9.58856233360717e-38,1.53426585900048e-34
"BATF","BATF","10538",1.11980865970876,-0.732190165633759,8.90879867910187,3.30843897100515e-19,4.41152766458778e-16
"MAF","MAF","4094",1.14431958278164,-0.645478816062801,8.50547079326463,1.11276549801243e-17,1.27181148097835e-14
"PHACTR2","PHACTR2","9749",0.842194365293247,-0.851890441147071,5.01513342482472,2.72083947417573e-07,2.41867513479365e-04
"IL32","IL32","9235",0.981693318417192,2.1529865205742,4.18188014524823,1.46474309852398e-05,0.0111606449140392
"ICOS","ICOS","29851",0.775476710419987,-0.917133386784343,4.03537018312895,2.75741575352286e-05,0.0200551861236906
"RGS1","RGS1","5996",0.866247323795191,-0.581809494808001,3.95979948455606,3.79110341603285e-05,0.0263745416347573
"GLRX","GLRX","2745",0.815569095698672,-0.685962222384279,3.74301272366567,9.17061520537865e-05,0.0611412557921932
"ARID5B","ARID5B","84159",0.811454817690271,-0.694565934891757,3.59208193966217,1.65248254980064e-04,0.10576549311744
"DNPH1","DNPH1","10591",0.74770191152749,-0.813323932575791,3.05850506769381,0.00111679553007021,0.674772057071832
"CARD16","CARD16","114769",0.770238218888391,-0.694646655961211,3.05269657791788,0.001138606683391,0.674772057071832
"GADD45A","GADD45A","1647",0.704806738916193,-1.00653705194829,2.94462376676456,0.00162252576512713,0.927215527421401
"CTSC","CTSC","1075",0.815338406397782,0.108810763006854,2.75305883106687,0.00296034716256491,1
"CD4","CD4","920",0.697572220182522,-0.863260600039335,2.27236501144638,0.0115486650186821,1
"PRDM1","PRDM1","639",0.701292794771957,-0.843916874345722,2.16800176976727,0.0150975500227106,1
"GBP2","GBP2","2634",0.725376633497733,-0.565952691939798,2.06495040751846,0.0194838363930192,1
"S100A4","S100A4","6275",0.784498895683637,2.16146232154459,1.98591196157939,0.0235427396627522,1
"DUSP4","DUSP4","1846",0.670315285075644,-0.890515102655309,1.67880421272068,0.0466193883611163,1
"UGP2","UGP2","7360",0.683648704825558,-0.658434675506752,1.5794341291109,0.0571428412091804,1
"IKZF2","IKZF2","22807",0.652969058405844,-0.911453283012494,1.45972695179203,0.0722069818720985,1
"SPOCK2","SPOCK2","9806",0.694624495700875,-0.274577804857544,1.43793723872581,0.0752502536617196,1
"ISG20","ISG20","3669",0.671329313763283,-0.217974158070909,1.11366583780447,0.132732090597462,1
"SRGN","SRGN","5552",0.662314272982068,0.796346989276565,0.859905131949217,0.19493669250205,1
"TRAC","TRAC","28755",0.655112587810454,1.39688468443657,0.767444408480396,0.22142275053239,1
"TRBC2","TRBC2","28638",0.646312137647822,0.87249314976104,0.608166491260571,0.271549264001521,1
"CD2","CD2","914",0.638418995478537,1.0998384268553,0.598097970041474,0.274897810549984,1
