"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"GZMK","GZMK","3003",2.58305880019689,-0.566456600968762,25.8621820215195,1.08325506843481e-140,1.73331643500255e-136
"TRDC","TRDC","28526",2.61318858496886,-0.587568407589965,25.6053091205423,4.38027937802413e-138,3.50444251638821e-134
"NKG7","NKG7","4818",2.82664152343294,0.3278279726089,22.9026493792799,5.78859335035501e-112,3.08744273996768e-108
"KLRG1","KLRG1","10219",1.416497700181,-0.967498730150772,18.1619956680529,3.15894332594555e-72,1.26365630396137e-68
"TRGC1","TRGC1","6966",1.51879445468594,-0.885576697529396,16.9836214927745,1.28197913038656e-63,4.10258961306306e-60
"KLRB1","KLRB1","3820",2.19873031453172,0.0835012004780519,14.0264100981371,2.38238985089761e-44,6.35343666736877e-41
"CCL4","CCL4","6351",1.88249133891307,-0.03600890213,12.0918549332645,1.3368362757688e-33,3.05581674979665e-30
"CCL5","CCL5","6352",1.90219547290566,1.98655659785234,10.6799228715574,1.05066341710072e-26,2.10145816712858e-23
"GZMA","GZMA","3001",1.6695555368945,0.374611933260468,10.138006005139,2.83442754248815e-24,5.03929723415033e-21
"CST7","CST7","8530",1.40965985106951,0.0190584588071029,9.60057249233258,5.552087294029e-22,8.8838948791758e-19
"CEBPD","CEBPD","1052",0.87936852597102,-0.953962441641197,6.07545692016363,6.53505124699759e-10,9.50612318210986e-07
"APOBEC3G","APOBEC3G","60489",1.06480610018616,-0.0130076306333579,5.48951985589493,2.09211940011721e-08,2.78966687677295e-05
"PRF1","PRF1","5551",0.923418986055513,-0.646720167230131,5.03277847720784,2.48277165588769e-07,3.05590994352761e-04
"HCST","HCST","10870",0.920691670411464,0.948644643482471,3.55903026642848,1.8745586176105e-04,0.214248660288468
"GZMM","GZMM","3004",0.842902588245677,-0.408905810384673,3.35771608962825,3.95227278149951e-04,0.421602111845157
"PPP1R14B","PPP1R14B","26472",0.689909093728677,-0.567260628567562,1.45674035284283,0.072618437552164,1
"SYNE2","SYNE2","23224",0.719645869564146,0.0953129579253662,1.45638966718261,0.0726668681632815,1
"PTMS","PTMS","5763",0.684380996361693,-0.576808385700895,1.35739220285147,0.0873521219864178,1
"MATK","MATK","4145",0.65109795870748,-0.546139700862388,0.961761043734231,0.168102900531374,1
"CTSW","CTSW","1521",0.648324984808172,-0.188410759811182,0.790776351396797,0.214551832665336,1
"DUSP2","DUSP2","1844",0.627108639350284,-0.687615580937047,0.591060554958504,0.277250307567645,1
"CCL3","CCL3","6348",0.621853621779215,-0.89776490868939,0.566965153673496,0.2853788196777,1
"ANXA1","ANXA1","301",0.626354473004616,0.85451317869096,0.399483545473814,0.344775104131644,1
"ITM2C","ITM2C","81618",0.564916482406472,-0.635350737332534,0,0.61484365998126,1
"CKLF","CKLF","51192",0.542773450173708,0.420867600930965,0,0.673758309739525,1
"CD44","CD44","960",0.541029848074243,0.687847020148464,0,0.683577225895232,1
