"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"TNFRSF4","TNFRSF4","7293",2.31208951556818,-0.808786749764284,26.7080825741639,2.00695572815411e-149,3.21132986061939e-145
"TNFRSF18","TNFRSF18","8784",1.84827737637445,-0.662640323751857,18.5219281382524,5.84588173605092e-75,4.67699768292754e-71
"LTB","LTB","4050",1.94675644408237,1.0351876887321,10.5257738667913,5.31114088148921e-26,2.12458913111772e-22
"NFKBIA","NFKBIA","4792",1.33371582867995,-0.210295285429353,7.78741433522711,3.96003990322923e-15,1.05607664152618e-11
"MIR155HG","MIR155HG","114614",0.966536781247595,-0.970158620513114,7.62331629944366,1.41478605871983e-14,3.23399881793943e-11
"PKM","PKM","5315",1.1490846640185,-0.371614548067102,6.80649147746123,5.45256517048327e-12,1.09058119116128e-08
"BIRC3","BIRC3","330",1.00630289182389,-0.68687094868867,5.75878410343607,4.43168674092466e-09,7.87904661572617e-06
"ENO1","ENO1","2023",1.08758363767499,0.139231205670768,5.38221636561668,3.80872659752492e-08,5.54031220790875e-05
"HSP90AB1","HSP90AB1","3326",1.09768093484243,0.639277554140765,5.01361761288533,2.74228781274635e-07,3.65661227431287e-04
"EIF5A","EIF5A","1984",0.995852746253226,-0.296474821405845,4.92988079379536,4.21710241551955e-07,5.19060428851756e-04
"IL4I1","IL4I1","259307",0.756715240461212,-1.07736175085122,4.90285719572981,4.83849317690669e-07,5.53005209454885e-04
"FURIN","FURIN","5045",0.788786097612879,-0.945858894618922,4.10290058607985,2.0652079471878e-05,0.0220302615753014
"MAF","MAF","4094",0.862281403822639,-0.645478816062801,3.75421003577621,8.77111347706031e-05,0.0877166167165262
"IL2RA","IL2RA","3559",0.733094597894661,-1.05100623796255,3.68980764690128,1.1313879158057e-04,0.106490223769453
"NFKB2","NFKB2","4791",0.76893372888756,-0.939892984622842,3.6579276946612,1.28147834391063e-04,0.107920710425863
"CREM","CREM","1390",0.777123483650857,-0.870028609414796,3.25044964588106,5.79077985814294e-04,0.463291342550726
"TNFRSF25","TNFRSF25","8718",0.777687718471613,-0.789189602906541,3.12198902222783,9.02151251577161e-04,0.687396294118388
"RELB","RELB","5971",0.699349892886244,-0.993151230378641,2.61520066958542,0.00446915933801112,1
"CSF2","CSF2","1437",0.666702254689683,-1.13343966652838,2.5550044737467,0.00532072874892488,1
"DNPH1","DNPH1","10591",0.735608242070809,-0.813323932575791,2.52059575295199,0.00586981295100289,1
"PIM3","PIM3","415116",0.730146702333135,-0.819347272126132,2.408631582892,0.0080201961829954,1
"RBPJ","RBPJ","3516",0.78689155604877,-0.179849159936147,2.23230554654128,0.0128145329462428,1
"CD82","CD82","3732",0.693795057745786,-0.896681086584497,2.00879625001129,0.0223002278971746,1
"SRGN","SRGN","5552",0.787148702319374,0.796346989276565,2.00106714629242,0.0227135462453552,1
"CCL20","CCL20","6364",0.664239100666547,-1.0300253327572,1.82791237339887,0.0338044989340707,1
"NFKB1","NFKB1","4790",0.67790915894915,-0.866126386321848,1.64035311671635,0.0504903302192239,1
"NPM1","NPM1","4869",0.716557818218392,0.991218599085729,1.3856277667569,0.0829543164809948,1
"LDHA","LDHA","3939",0.712259027550977,0.122097039118806,1.36593544267042,0.0860034899033846,1
"BATF","BATF","10538",0.676439464702979,-0.732190165633759,1.35653774440445,0.0874878702508002,1
"RAN","RAN","5901",0.696628951675392,-0.0129776384935907,1.2496184529913,0.105742211491794,1
"PRDX1","PRDX1","5052",0.688712855764063,-0.229688325936833,1.22582505486665,0.11015469582826,1
