"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"ZFAS1","ZFAS1","441951",1.24194013062704,0.395899953781862,10.6019227740455,2.39201690541372e-26,2.11246530023737e-22
"TXNIP","TXNIP","10628",1.30173520611802,1.43698332878546,10.5925191118027,2.64041659925926e-26,2.11246530023737e-22
"TPT1","TPT1","7178",0.952066282525794,4.67377860634302,8.54028754722068,8.26536472147695e-18,4.40847003027842e-14
"CEBPB","CEBPB","1051",0.924674282177909,-0.092732793109243,5.86884826104975,2.30339107486258e-09,7.37131211777521e-06
"C12orf57","C12orf57","113246",0.708115776433616,0.21645211457626,2.0140061677633,0.0220252200935091,1
"SNHG12","SNHG12","85028",0.632204840009607,-0.773470697617056,1.14903197731492,0.125292758553495,1
"NOP53","NOP53","29997",0.645306787366222,0.578324347677168,1.01689082123103,0.154621807405978,1
"EIF1","EIF1","10209",0.625075025341088,3.04060770886838,0.900571292406843,0.18392500880115,1
"CD48","CD48","962",0.63463723046735,0.961560427002517,0.830064721511164,0.203266497803207,1
"KLF6","KLF6","1316",0.597987532032607,1.51438318656311,0.185533481158142,0.426408235782349,1
"EEF1B2","EEF1B2","1933",0.57023451532746,1.58249173536085,0,0.597341556507023,1
"C6orf48","C6orf48",NA,0.537459323788992,-0.29426493968639,0,0.815574703161669,1
"MYL12A","MYL12A","10627",0.536389544722715,1.9042058758339,0,0.816556143407847,1
"S100A6","S100A6","6277",0.53268638222942,1.9514165644178,0,0.817360305315453,1
"PAG1","PAG1","55824",0.537847110433202,-0.501095330235447,0,0.830550279899178,1
"SARAF","SARAF","51669",0.528092019205972,0.864531724523005,0,0.833889567566036,1
"S100A11","S100A11","6282",0.498520092574207,1.33126620783515,0,0.920428966998698,1
"SARS","SARS",NA,0.501872247598491,-0.631096026431291,0,0.967630009320365,1
"CISH","CISH","1154",0.484046569952031,-0.604093373175764,0,0.983643429688367,1
"H3F3B","H3F3B",NA,0.46384346157201,1.93368071233849,0,0.984776881805065,1
"CALM1","CALM1","801",0.451026309901679,1.69169066964981,0,0.992939027406018,1
"RACK1","RACK1","10399",0.452412769140794,2.35002891048755,0,0.995811060196218,1
"EEF2","EEF2","1938",0.403461372775533,0.772540402053913,0,0.998716026353481,1
"CKLF","CKLF","51192",0.394944095438577,0.420867600930965,0,0.998992317015899,1
"LEPROTL1","LEPROTL1","23484",0.399680729098177,-0.11785781629773,0,0.9995656054458,1
"UBALD2","UBALD2","283991",0.393728298739323,-0.29903529257766,0,0.999808867615721,1
"PIM1","PIM1","5292",0.372096719651415,-0.2446645603661,0,0.999923576767482,1
"ANXA1","ANXA1","301",0.326823141422501,0.85451317869096,0,0.99992534820488,1
"ANP32B","ANP32B","10541",0.364082435076705,0.180710355508604,0,0.999931032159028,1
"PTGES3","PTGES3","10728",0.374478258195925,-0.0128396179056182,0,0.999931581746123,1
"CIRBP","CIRBP","1153",0.357744389676784,0.428017388167612,0,0.999942865769071,1
"BRI3","BRI3","25798",0.384211295904949,-0.387152375333303,0,0.999959202507184,1
"LGALS3","LGALS3","3958",0.339288847981554,0.0339654338983253,0,0.99997658563895,1
"ERP29","ERP29","10961",0.347727646351557,0.0589563699751872,0,0.999983091780185,1
"SNHG7","SNHG7","84973",0.39027253781451,-0.655144103727079,0,0.999993732711424,1
"EMP3","EMP3","2014",0.304708683714779,0.826289147075769,0,0.999995847558192,1
"CCNI","CCNI","10983",0.310470459687987,0.675388844093197,0,0.999997707022483,1
"SEC61B","SEC61B","10952",0.321089737930052,0.1262755831864,0,0.999998091363737,1
"TOMM20","TOMM20","9804",0.335004814211239,-0.193415881678399,0,0.999998161147266,1
"NACA","NACA","4666",0.356437478873318,2.35502578149469,0,0.999998452639377,1
"EEF1D","EEF1D","1936",0.325466496307762,1.66887492197333,0,0.999998923351754,1
"SERP1","SERP1","27230",0.317073565496748,-0.0392055503974,0,0.999998954018794,1
"EEF1A1","EEF1A1","1915",0.395367350151948,4.51838962008687,0,0.999998957516061,1
"BCL2","BCL2","596",0.336512158525884,-0.453964712234768,0,0.999999089283472,1
"FTL","FTL","2512",0.38496716498811,2.93616520418024,0,0.999999190576374,1
"MTDH","MTDH","92140",0.315175369292048,-0.0878025131697803,0,0.999999313703784,1
"NPM1","NPM1","4869",0.295773081793033,0.991218599085729,0,0.99999949295063,1
"EPB41L4A-AS1","EPB41L4A-AS1","114915",0.373729005775085,-0.731065677403252,0,0.999999713742149,1
"SLC3A2","SLC3A2","6520",0.329725877403487,-0.430619304713838,0,0.999999731458178,1
"S100A10","S100A10","6281",0.257104274616571,1.27568357380263,0,0.999999848269197,1
"EIF2S2","EIF2S2","8894",0.318306130439898,-0.376159279655742,0,0.999999849303231,1
"SAMSN1","SAMSN1","64092",0.343311738742106,-0.556334993477015,0,0.999999859162569,1
"ANKRD12","ANKRD12","23253",0.268008071667604,0.305299942965402,0,0.999999876707928,1
"COMMD6","COMMD6","170622",0.275065702184386,0.542311709312376,0,0.999999908901712,1
"DDIT3","DDIT3","1649",0.41532944337499,-0.947678532629856,0,0.999999946719519,1
"GSTK1","GSTK1","373156",0.27495358592903,0.0766913012605909,0,0.999999952766687,1
"SNHG8","SNHG8","100093630",0.319760125031213,-0.482711933753414,0,0.999999957307643,1
"RGS16","RGS16","6004",0.382939991666139,-0.898157876824593,0,0.999999973237824,1
"TRAC","TRAC","28755",0.228789237298468,1.39688468443657,0,0.999999987127163,1
"GPX4","GPX4","2879",0.251766027173786,0.14104684225303,0,0.999999994300458,1
"VIM","VIM","7431",0.230674805390529,2.21474301916717,0,0.999999995829189,1
"SYNE2","SYNE2","23224",0.222915527798645,0.0953129579253662,0,0.999999998693952,1
"PPIB","PPIB","5479",0.240732324316009,0.315995930406629,0,0.999999998722027,1
"BTF3","BTF3","689",0.243707443501349,1.28602474541672,0,0.999999998899138,1
"H1FX","H1FX",NA,0.180060827555643,0.140067053341694,0,0.99999999890806,1
"ATF4","ATF4","468",0.285065622641335,-0.460415607167436,0,0.99999999903654,1
"JUN","JUN","3725",0.0943535544876597,1.22505409162539,0,0.99999999905327,1
"MYADM","MYADM","91663",0.272311169867795,-0.478053103433035,0,0.999999999145831,1
"XBP1","XBP1","7494",0.28925649574282,-0.528452704948147,0,0.999999999257493,1
"MAP1LC3B","MAP1LC3B","81631",0.273764713868328,-0.422656327551856,0,0.999999999789269,1
"BTG1","BTG1","694",0.20123890562594,1.7635983465117,0,0.9999999998187,1
"ANXA2","ANXA2","302",0.218844938025626,0.0483462829772254,0,0.999999999856378,1
"MALAT1","MALAT1","378938",0.14292294545315,6.742173235751,0,0.999999999857466,1
"STK4","STK4","6789",0.20826095123484,0.463813210289912,0,0.999999999898468,1
"COX6A1","COX6A1","1337",0.219799435055074,0.210082329219086,0,0.999999999952181,1
"STK17B","STK17B","9262",0.187507731608039,0.397448460817501,0,0.999999999969579,1
"PABPC1","PABPC1","26986",0.175108505008064,0.861609564942366,0,0.999999999991772,1
"ITGB1","ITGB1","3688",0.179513224021418,-0.126199702170864,0,0.999999999996328,1
"EIF3E","EIF3E","3646",0.186707697225036,0.142867609302722,0,0.999999999997085,1
"TNFAIP8","TNFAIP8","25816",0.225369298624397,-0.318799317656634,0,0.99999999999739,1
"VAMP2","VAMP2","6844",0.204005634398251,-0.0833791131509912,0,0.999999999997415,1
"JUND","JUND","3727",0.193094645572456,2.15415554464433,0,0.999999999997674,1
"ISCU","ISCU","23479",0.227263752200796,-0.320435424173712,0,0.999999999998148,1
"LGALS1","LGALS1","3956",0.0974156825355967,-0.0177041093133975,0,0.999999999998324,1
"HSP90B1","HSP90B1","7184",0.182988992374383,-0.0823197814518322,0,0.999999999998386,1
"CNBP","CNBP","7555",0.213256731070209,-0.187583233836506,0,0.999999999998494,1
"MDFIC","MDFIC","29969",0.261856090494277,-0.609844467953667,0,0.999999999998501,1
"SRSF5","SRSF5","6430",0.173501736214401,0.600770667522977,0,0.999999999998802,1
"PTMA","PTMA","5757",0.279844779710518,3.06273600706819,0,0.999999999998997,1
"SELENOM","SELENOM","140606",0.348956249303832,-0.923668940069426,0,0.999999999999039,1
"EIF4A2","EIF4A2","1974",0.176843312695649,0.258652684638474,0,0.999999999999415,1
"FAM107B","FAM107B","83641",0.18852631372408,-0.149538709957863,0,0.999999999999485,1
"ANKRD28","ANKRD28","23243",0.261932869141376,-0.648317854495539,0,0.999999999999512,1
"CAST","CAST","831",0.175306645227996,-0.0955778682491531,0,0.999999999999533,1
"TMEM258","TMEM258","746",0.200925770937633,-0.201274730107175,0,0.999999999999741,1
"EIF3D","EIF3D","8664",0.212843862617111,-0.34938280804627,0,0.999999999999801,1
"TXN","TXN","7295",0.160956448927433,0.076626436758804,0,0.999999999999856,1
"TAF1D","TAF1D","79101",0.214759151163491,-0.404696218908363,0,0.999999999999886,1
"SPCS2","SPCS2","9789",0.185244677867172,-0.0818388250715019,0,0.999999999999893,1
"IVNS1ABP","IVNS1ABP","10625",0.213741551693533,-0.4572029565631,0,0.999999999999909,1
