"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"CCL5","CCL5","6352",2.37755778187959,1.98655659785234,24.3768344167287,6.50995896012955e-126,1.04165853321033e-121
"GZMA","GZMA","3001",1.85607948680585,0.374611933260468,19.9278658116552,4.33491223762801e-86,3.46814653571429e-82
"CD8A","CD8A","925",1.3327108110022,-0.259609564590406,15.4929720778264,1.75198041863054e-53,9.3444795595024e-50
"NKG7","NKG7","4818",1.264213299879,0.3278279726089,11.639437431095,2.6515246591721e-31,1.06067615178532e-27
"CD3D","CD3D","915",1.15016017218033,1.10843269242379,10.5490458376191,4.16455147850036e-26,1.33273976414969e-22
"CD8B","CD8B","926",1.02521066695034,-0.513434995078888,9.82460833493136,6.35965930144724e-23,1.69601514137429e-19
"GZMH","GZMH","2999",0.971611983585696,-0.698688943218829,9.63267774795607,4.08198298997299e-22,9.33082997465113e-19
"GZMB","GZMB","3002",1.00438891501347,-0.722567687631075,9.2865550046191,1.06820535848236e-20,2.13654424263453e-17
"CD52","CD52","1043",1.00791308690918,1.89038427012621,7.41591334944578,6.81700514721297e-14,1.21198777067283e-10
"CD2","CD2","914",0.942781198715447,1.0998384268553,6.30781672361393,1.50900688199631e-10,2.41456191188229e-07
"S100A4","S100A4","6275",0.952564589383621,2.16146232154459,5.76447851739672,4.28537674945865e-09,6.23366485164435e-06
"CCL4","CCL4","6351",0.939255125588819,-0.03600890213,5.53767618120398,1.59315535627551e-08,2.12433990464703e-05
"IFNG","IFNG","3458",0.810627402783298,-0.62664139763129,4.7609686348638,9.84414756938017e-07,0.00121166311736655
"HCST","HCST","10870",0.840430141921141,0.948644643482471,4.54221867296382,2.83404563404542e-06,0.00323911172788291
"CD3G","CD3G","917",0.824341862356103,0.485000391852051,4.43134249068104,4.76008451951564e-06,0.00507774082645132
"TRAC","TRAC","28755",0.837302901500621,1.39688468443657,4.34960365309438,6.92449807779331e-06,0.00662398104831179
"ALOX5AP","ALOX5AP","241",0.825106103104292,0.229456041984255,4.34604065821157,7.03754001758018e-06,0.00662398104831179
"IL32","IL32","9235",0.832603513470499,2.1529865205742,4.11284554475773,1.97841669267194e-05,0.0175870252774688
"SH3BGRL3","SH3BGRL3","83442",0.772460977491969,2.25597528195345,3.8292267741993,6.48839670201452e-05,0.0536868652718817
"ITGA1","ITGA1","3672",0.721514632873991,-0.772548439704455,3.82091811616856,6.71043875656293e-05,0.0536868652718817
"HOPX","HOPX","84525",0.721066332634998,-0.209619888071438,2.63115303680245,0.0042649341447647,1
"CXCR6","CXCR6","10663",0.686833327613814,-0.646218694193317,2.49281821507559,0.00634916273293659,1
"KLRD1","KLRD1","3824",0.708139490445835,-0.210638821181968,2.44262657833085,0.00730376996606401,1
"ID2","ID2","3398",0.718077392502725,0.256122641520475,2.22210667937077,0.0131553747776427,1
"LINC01871","LINC01871","101929531",0.648500230155387,-0.635268202042724,1.53494173043861,0.0624236609919829,1
"COTL1","COTL1","23406",0.638827851483361,0.431437583309006,0.960230238661457,0.168487720925304,1
"JUN","JUN","3725",0.647847303458733,1.22505409162539,0.849072189770508,0.197936360182017,1
"TRGC2","TRGC2","6967",0.621535271893243,-0.311744777360943,0.757100313936461,0.224508747892913,1
"CD3E","CD3E","916",0.617929087347816,0.875153900334634,0.634781017561182,0.262796910618387,1
"ZNF683","ZNF683","257101",0.592392800344628,-0.577585026581833,0.17929011851637,0.428857776092872,1
"CD63","CD63","967",0.58210903679278,0.341741563793466,0,0.521122122222401,1
"GZMM","GZMM","3004",0.572561247254904,-0.408905810384673,0,0.606706822584758,1
