"","SYMBOL","ENTREZID","logFC","AveExpr","t","P.Value","adj.P.Val"
"IGF1","IGF1","3479",3.28598549432194,0.06927780017495,72.8736667616099,0,0
"IFI27","IFI27","3429",5.34135417953969,0.853767382932156,105.68009037173,0,0
"ITIH5","ITIH5","80760",1.43662338344,0.847631327073819,24.0206603274535,1.02262260044963e-126,5.31013828993477e-123
"PCOLCE2","PCOLCE2","26577",1.16283478961086,1.652786728316,16.3201625601566,6.06607153502048e-60,2.36243155931373e-56
"HP","HP","3240",1.28404774995852,2.46339482662041,15.9016909664617,5.00318494089279e-57,1.55879230018456e-53
"INHBA","INHBA","3624",1.15502371590446,2.50530414504215,13.5801351601234,3.40121048059331e-42,8.83067614444709e-39
"C8B","C8B","732",0.981782370169325,0.255441267696505,11.4350757428775,1.59138564068115e-30,3.541515072933e-27
"FABP4","FABP4","2167",0.957659367590701,5.88467426113454,10.1396161000237,1.99849503971389e-24,3.45917285874034e-21
"MCEMP1","MCEMP1","199675",0.806418254595623,4.28496133601771,7.83827749459373,2.35191792979272e-15,3.6638177510311e-12
"CFD","CFD","1675",0.848231352929037,3.33521210124161,7.32381190976651,1.2325342292197e-13,1.74549256570768e-10
"ACO1","ACO1","48",0.813661297784424,1.44235818255143,7.15629332838984,4.23038392276031e-13,5.49174339573001e-10
"QSOX1","QSOX1","5768",0.782860826499391,2.30684401256022,6.64698868770165,1.51893079226661e-11,1.82014645245609e-08
"MYB","MYB","4602",0.775556666138179,0.146252444399244,6.26305734087903,1.91065478137886e-10,1.98427867895466e-07
"MLPH","MLPH","79083",0.773801838854488,0.783651977686003,5.79734885668055,3.39909403111377e-09,3.11476981274649e-06
"PTGER3","PTGER3","5733",0.740448395517535,-0.27476876503511,5.61694871921841,9.79578680435255e-09,8.47770926878911e-06
"RBP4","RBP4","5950",0.826235902510314,1.49495927065819,5.26390723752061,7.09515746188308e-08,5.81728226006393e-05
